,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,0.0010076045989990234,0.0030228137969970704,0.016167402267456055,0.0023174937409791035,1e-05,l2,lbfgs,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'lbfgs'}",0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6388888888888888,0.6368618618618619,0.012758566701142861,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.8141025641025641,0.6666666666666666,0.7788461538461539,0.7852564102564102,0.7596153846153846,0.7857142857142857,0.6770186335403726,0.6304347826086956,0.7795031055900621,0.7792642140468228,0.7456422200987418,0.05971240249473999,141
1,0.003012728691101074,0.004104897043374792,0.010299396514892579,0.005644308270705475,1e-05,l2,liblinear,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'liblinear'}",0.7837837837837838,0.6216216216216216,0.7837837837837838,0.7297297297297297,0.7567567567567568,0.7837837837837838,0.6216216216216216,0.5945945945945946,0.7297297297297297,0.75,0.7155405405405405,0.07037738717282649,18,0.7142857142857142,0.5333333333333333,0.6923076923076923,0.5833333333333334,0.6896551724137931,0.6923076923076924,0.5333333333333333,0.5161290322580646,0.7058823529411764,0.6896551724137931,0.6350222828927926,0.07831042080081066,1,0.6666666666666666,0.47058823529411764,0.6923076923076923,0.6363636363636364,0.625,0.75,0.5,0.47058823529411764,0.6,0.625,0.603651446592623,0.0902213653297246,131,0.7692307692307693,0.6153846153846154,0.6923076923076923,0.5384615384615384,0.7692307692307693,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.7692307692307693,0.6796703296703296,0.10226424639063363,1,0.8044871794871795,0.6602564102564102,0.7788461538461539,0.7756410256410257,0.7467948717948718,0.7763975155279503,0.6832298136645962,0.6366459627329193,0.7701863354037267,0.7625418060200669,0.73950270743749,0.054762832433039844,148
2,2.16714186668396,2.6534875255046275,0.013559985160827636,0.006929011105138954,1e-05,l2,newton-cg,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'newton-cg'}",0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6388888888888888,0.6368618618618619,0.012758566701142861,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.8141025641025641,0.6666666666666666,0.7788461538461539,0.7852564102564102,0.7596153846153846,0.7857142857142857,0.6770186335403726,0.6304347826086956,0.7795031055900621,0.7792642140468228,0.7456422200987418,0.05971240249473999,141
3,0.0015289306640625,0.0016377925386900014,0.012981176376342773,0.00625874223373168,1e-05,l2,newton-cholesky,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'newton-cholesky'}",0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6388888888888888,0.6368618618618619,0.012758566701142861,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.8141025641025641,0.6666666666666666,0.7788461538461539,0.7852564102564102,0.7596153846153846,0.7857142857142857,0.6770186335403726,0.6304347826086956,0.7795031055900621,0.7792642140468228,0.7456422200987418,0.05971240249473999,141
4,0.004129815101623535,0.0028081092877174814,0.011431407928466798,0.008236109848759351,1e-05,l2,sag,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'sag'}",0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6388888888888888,0.6368618618618619,0.012758566701142861,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.8141025641025641,0.6666666666666666,0.7788461538461539,0.7852564102564102,0.7596153846153846,0.7857142857142857,0.6770186335403726,0.6304347826086956,0.7795031055900621,0.7792642140468228,0.7456422200987418,0.05971240249473999,141
5,0.024265599250793458,0.003239253428228066,0.006960344314575195,0.00369354298198396,1e-05,l2,saga,"{'C': 1e-05, 'penalty': 'l2', 'solver': 'saga'}",0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6388888888888888,0.6368618618618619,0.012758566701142861,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.8141025641025641,0.6666666666666666,0.7788461538461539,0.7852564102564102,0.7596153846153846,0.7857142857142857,0.6770186335403726,0.6304347826086956,0.7795031055900621,0.7792642140468228,0.7456422200987418,0.05971240249473999,141
6,0.0007011890411376953,0.0006406755470747,0.0,0.0,1e-05,l1,lbfgs,"{'C': 1e-05, 'penalty': 'l1', 'solver': 'lbfgs'}",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157
7,0.001600027084350586,0.0008003151322588819,0.0094024658203125,0.00471669460084728,1e-05,l1,liblinear,"{'C': 1e-05, 'penalty': 'l1', 'solver': 'liblinear'}",0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6388888888888888,0.6368618618618619,0.012758566701142861,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,149
8,0.00010046958923339843,0.0003014087677001953,0.0,0.0,1e-05,l1,newton-cg,"{'C': 1e-05, 'penalty': 'l1', 'solver': 'newton-cg'}",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157
9,0.0005657196044921875,0.0004718690844742308,0.0,0.0,1e-05,l1,newton-cholesky,"{'C': 1e-05, 'penalty': 'l1', 'solver': 'newton-cholesky'}",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,157
