,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,split5_train_f1,split6_train_f1,split7_train_f1,split8_train_f1,split9_train_f1,mean_train_f1,std_train_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,split5_train_precision,split6_train_precision,split7_train_precision,split8_train_precision,split9_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,split5_train_recall,split6_train_recall,split7_train_recall,split8_train_recall,split9_train_recall,mean_train_recall,std_train_recall,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,split5_train_roc_auc,split6_train_roc_auc,split7_train_roc_auc,split8_train_roc_auc,split9_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0,0.004689431190490723,0.007163224465570205,0.24350926876068116,0.005904074806907594,1,1,uniform,"{'n_neighbors': 1, 'p': 1, 'weights': 'uniform'}",0.9782608695652174,1.0,0.9782608695652174,0.9565217391304348,0.9347826086956522,0.9777777777777777,0.8888888888888888,0.9777777777777777,0.9777777777777777,0.9555555555555556,0.96256038647343,0.029789376305187347,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9696969696969697,1.0,0.9696969696969697,0.9411764705882353,0.9090909090909091,0.9696969696969697,0.8484848484848485,0.9696969696969697,0.9696969696969697,0.9333333333333333,0.9480570409982174,0.04091040739787508,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9411764705882353,0.9375,1.0,0.8235294117647058,0.9411764705882353,0.9411764705882353,1.0,0.9584558823529411,0.05307504520841629,538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,1.0,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.875,1.0,1.0,0.875,0.9397058823529412,0.047516160062951514,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9705882352941176,1.0,0.9705882352941176,0.9533468559837729,0.9239350912778904,0.9705882352941176,0.8857758620689655,0.9827586206896552,0.9827586206896552,0.9375,0.9577839756592292,0.03206797279307363,547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,0.003125309944152832,0.006250620270482896,0.15812714099884034,0.1000261710855822,1,1,distance,"{'n_neighbors': 1, 'p': 1, 'weights': 'distance'}",0.9782608695652174,1.0,0.9782608695652174,0.9565217391304348,0.9347826086956522,0.9777777777777777,0.8888888888888888,0.9777777777777777,0.9777777777777777,0.9555555555555556,0.96256038647343,0.029789376305187347,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9696969696969697,1.0,0.9696969696969697,0.9411764705882353,0.9090909090909091,0.9696969696969697,0.8484848484848485,0.9696969696969697,0.9696969696969697,0.9333333333333333,0.9480570409982174,0.04091040739787508,44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9411764705882353,0.9375,1.0,0.8235294117647058,0.9411764705882353,0.9411764705882353,1.0,0.9584558823529411,0.05307504520841629,538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,1.0,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.875,1.0,1.0,0.875,0.9397058823529412,0.047516160062951514,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9705882352941176,1.0,0.9705882352941176,0.9533468559837729,0.9239350912778904,0.9705882352941176,0.8857758620689655,0.9827586206896552,0.9827586206896552,0.9375,0.9577839756592292,0.03206797279307363,547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,0.004684996604919433,0.007156450524218142,0.025725531578063964,0.006082794530143222,1,2,uniform,"{'n_neighbors': 1, 'p': 2, 'weights': 'uniform'}",0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9565217391304348,0.9347826086956522,0.9777777777777777,0.8888888888888888,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.953816425120773,0.02520257954329883,226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,0.9696969696969697,0.9411764705882353,0.9411764705882353,0.9090909090909091,0.9696969696969697,0.8484848484848485,0.9411764705882353,0.9696969696969697,0.9375,0.9365196078431373,0.034455254807786904,172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9411764705882353,0.9411764705882353,0.9375,1.0,0.8235294117647058,0.8888888888888888,0.9411764705882353,0.9375,0.94109477124183,0.05194459607245335,570,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.875,1.0,1.0,0.9375,0.9341911764705882,0.04212567958648071,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,0.9705882352941176,0.9533468559837729,0.9533468559837729,0.9239350912778904,0.9705882352941176,0.8857758620689655,0.9655172413793103,0.9827586206896552,0.9515086206896552,0.9498542089249492,0.026585904501225752,555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,0.001565098762512207,0.004695296287536621,0.018160414695739747,0.0047601005311225155,1,2,distance,"{'n_neighbors': 1, 'p': 2, 'weights': 'distance'}",0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9565217391304348,0.9347826086956522,0.9777777777777777,0.8888888888888888,0.9555555555555556,0.9777777777777777,0.9555555555555556,0.953816425120773,0.02520257954329883,226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,0.9696969696969697,0.9411764705882353,0.9411764705882353,0.9090909090909091,0.9696969696969697,0.8484848484848485,0.9411764705882353,0.9696969696969697,0.9375,0.9365196078431373,0.034455254807786904,172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9411764705882353,0.9411764705882353,0.9375,1.0,0.8235294117647058,0.8888888888888888,0.9411764705882353,0.9375,0.94109477124183,0.05194459607245335,570,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.875,1.0,1.0,0.9375,0.9341911764705882,0.04212567958648071,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,0.9705882352941176,0.9533468559837729,0.9533468559837729,0.9239350912778904,0.9705882352941176,0.8857758620689655,0.9655172413793103,0.9827586206896552,0.9515086206896552,0.9498542089249492,0.026585904501225752,555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0.0031301021575927735,0.006260204315185547,0.11356830596923828,0.007702515771173637,1,3,uniform,"{'n_neighbors': 1, 'p': 3, 'weights': 'uniform'}",0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9777777777777777,0.8666666666666667,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9559420289855073,0.0330286431653069,202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,0.9696969696969697,0.9411764705882353,0.9696969696969697,0.9375,0.9696969696969697,0.8125,0.9142857142857143,0.9696969696969697,0.967741935483871,0.93894919991457,0.046062535520494004,106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,0.8125,0.8421052631578947,0.9411764705882353,1.0,0.9536958204334365,0.06750306859249114,550,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8125,1.0,1.0,0.9375,0.9279411764705883,0.05353526955666881,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,0.9705882352941176,0.9533468559837729,0.9705882352941176,0.9411764705882353,0.9705882352941176,0.8545258620689655,0.9482758620689655,0.9827586206896552,0.96875,0.9501774847870182,0.03461386351071841,551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,0.0007998228073120117,0.0023994684219360352,0.11350705623626708,0.009019953559821525,1,3,distance,"{'n_neighbors': 1, 'p': 3, 'weights': 'distance'}",0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9777777777777777,0.8666666666666667,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9559420289855073,0.0330286431653069,202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,0.9696969696969697,0.9411764705882353,0.9696969696969697,0.9375,0.9696969696969697,0.8125,0.9142857142857143,0.9696969696969697,0.967741935483871,0.93894919991457,0.046062535520494004,106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,0.8125,0.8421052631578947,0.9411764705882353,1.0,0.9536958204334365,0.06750306859249114,550,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8125,1.0,1.0,0.9375,0.9279411764705883,0.05353526955666881,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,0.9705882352941176,0.9533468559837729,0.9705882352941176,0.9411764705882353,0.9705882352941176,0.8545258620689655,0.9482758620689655,0.9827586206896552,0.96875,0.9501774847870182,0.03461386351071841,551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6,0.0031255245208740234,0.006251049151778437,0.11548941135406494,0.0078694734584658,1,4,uniform,"{'n_neighbors': 1, 'p': 4, 'weights': 'uniform'}",0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9777777777777777,0.8666666666666667,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9559420289855073,0.0330286431653069,202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,0.9696969696969697,0.9411764705882353,0.9696969696969697,0.9375,0.9696969696969697,0.7999999999999999,0.9142857142857143,0.9696969696969697,0.967741935483871,0.9376991999145702,0.04951709480940091,158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,0.8571428571428571,0.8421052631578947,0.9411764705882353,1.0,0.9581601061477223,0.05895214944084619,543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.75,1.0,1.0,0.9375,0.9216911764705882,0.0682686040020414,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,0.9705882352941176,0.9533468559837729,0.9705882352941176,0.9411764705882353,0.9705882352941176,0.8405172413793103,0.9482758620689655,0.9827586206896552,0.96875,0.9487766227180527,0.03851974478324698,559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,0.0007187843322753907,0.002156352996826172,0.11281578540802002,0.007721260039411902,1,4,distance,"{'n_neighbors': 1, 'p': 4, 'weights': 'distance'}",0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9782608695652174,0.9565217391304348,0.9777777777777777,0.8666666666666667,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9559420289855073,0.0330286431653069,202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,0.9696969696969697,0.9411764705882353,0.9696969696969697,0.9375,0.9696969696969697,0.7999999999999999,0.9142857142857143,0.9696969696969697,0.967741935483871,0.9376991999145702,0.04951709480940091,158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,0.8571428571428571,0.8421052631578947,0.9411764705882353,1.0,0.9581601061477223,0.05895214944084619,543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.75,1.0,1.0,0.9375,0.9216911764705882,0.0682686040020414,37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9411764705882353,0.9705882352941176,0.9533468559837729,0.9705882352941176,0.9411764705882353,0.9705882352941176,0.8405172413793103,0.9482758620689655,0.9827586206896552,0.96875,0.9487766227180527,0.03851974478324698,559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,0.0031260013580322265,0.006252002774253468,0.11901302337646484,0.012669444651976032,1,5,uniform,"{'n_neighbors': 1, 'p': 5, 'weights': 'uniform'}",0.9347826086956522,0.9782608695652174,0.9347826086956522,0.9782608695652174,0.9565217391304348,0.9777777777777777,0.8666666666666667,0.9333333333333333,1.0,0.9777777777777777,0.9538164251207728,0.036363175970217376,239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9090909090909091,0.9696969696969697,0.9090909090909091,0.9696969696969697,0.9375,0.9696969696969697,0.7999999999999999,0.9142857142857143,1.0,0.9696969696969697,0.934875541125541,0.05389179672326725,199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,1.0,0.9375,1.0,1.0,1.0,0.8571428571428571,0.8421052631578947,1.0,0.9411764705882353,0.9515424590888987,0.05755891424331249,555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.75,1.0,1.0,1.0,0.9220588235294118,0.07324946709066042,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9239350912778904,0.9705882352941176,0.9239350912778904,0.9705882352941176,0.9411764705882353,0.9705882352941176,0.8405172413793103,0.9482758620689655,1.0,0.9827586206896552,0.94723630831643,0.042654934417150084,563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9,0.003197455406188965,0.005130848769221656,0.10980656147003173,0.010671639995556656,1,5,distance,"{'n_neighbors': 1, 'p': 5, 'weights': 'distance'}",0.9347826086956522,0.9782608695652174,0.9347826086956522,0.9782608695652174,0.9565217391304348,0.9777777777777777,0.8666666666666667,0.9333333333333333,1.0,0.9777777777777777,0.9538164251207728,0.036363175970217376,239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9090909090909091,0.9696969696969697,0.9090909090909091,0.9696969696969697,0.9375,0.9696969696969697,0.7999999999999999,0.9142857142857143,1.0,0.9696969696969697,0.934875541125541,0.05389179672326725,199,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9375,1.0,0.9375,1.0,1.0,1.0,0.8571428571428571,0.8421052631578947,1.0,0.9411764705882353,0.9515424590888987,0.05755891424331249,555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.8823529411764706,0.9411764705882353,0.75,1.0,1.0,1.0,0.9220588235294118,0.07324946709066042,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9239350912778904,0.9705882352941176,0.9239350912778904,0.9705882352941176,0.9411764705882353,0.9705882352941176,0.8405172413793103,0.9482758620689655,1.0,0.9827586206896552,0.94723630831643,0.042654934417150084,563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
