,accuracy,precision,recall,f1,roc_auc,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split
1911,0.5992492492492493,0.4284850770144888,0.395054945054945,0.4053196173496506,0.5816800047778309,10,sqrt,40,1,2
2303,0.5992492492492493,0.4284850770144888,0.395054945054945,0.4053196173496506,0.5816800047778309,10,log2,40,1,2
1862,0.6046546546546547,0.4416843777137894,0.4252747252747252,0.4290558810859144,0.6057363831820354,10,sqrt,35,1,2
2254,0.6046546546546547,0.4416843777137894,0.4252747252747252,0.4290558810859144,0.6057363831820354,10,log2,35,1,2
1813,0.6154654654654654,0.4485234210234211,0.3950549450549451,0.4136759994391574,0.6230271540054149,10,sqrt,30,1,2
2205,0.6154654654654654,0.4485234210234211,0.3950549450549451,0.4136759994391574,0.6230271540054149,10,log2,30,1,2
3038,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,15,sqrt,35,1,2
3430,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,15,log2,35,1,2
4214,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,20,sqrt,35,1,2
4606,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,20,log2,35,1,2
5390,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,25,sqrt,35,1,2
5782,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,25,log2,35,1,2
6566,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,30,sqrt,35,1,2
6958,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,30,log2,35,1,2
7742,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,35,sqrt,35,1,2
8134,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,35,log2,35,1,2
8918,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,40,sqrt,35,1,2
9310,0.6154654654654655,0.4664765300059418,0.4115384615384616,0.4244704128750824,0.5952022615066095,40,log2,35,1,2
3087,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,15,sqrt,40,1,2
3479,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,15,log2,40,1,2
4263,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,20,sqrt,40,1,2
4655,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,20,log2,40,1,2
5439,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,25,sqrt,40,1,2
5831,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,25,log2,40,1,2
6615,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,30,sqrt,40,1,2
7007,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,30,log2,40,1,2
7791,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,35,sqrt,40,1,2
8183,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,35,log2,40,1,2
8967,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,40,sqrt,40,1,2
9359,0.6155405405405405,0.4828013163307281,0.4186813186813187,0.435520779199106,0.5836797260710305,40,log2,40,1,2
3089,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,15,sqrt,40,1,6
3481,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,15,log2,40,1,6
4265,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,20,sqrt,40,1,6
4657,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,20,log2,40,1,6
5441,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,25,sqrt,40,1,6
5833,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,25,log2,40,1,6
6617,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,30,sqrt,40,1,6
7009,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,30,log2,40,1,6
7793,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,35,sqrt,40,1,6
8185,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,35,log2,40,1,6
8969,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,40,sqrt,40,1,6
9361,0.617867867867868,0.4722442031652558,0.460989010989011,0.463880475845993,0.6079093008440835,40,log2,40,1,6
1865,0.6180180180180181,0.4551709401709402,0.3725274725274725,0.4046742790221051,0.6160774008600096,10,sqrt,35,1,8
2257,0.6180180180180181,0.4551709401709402,0.3725274725274725,0.4046742790221051,0.6160774008600096,10,log2,35,1,8
1914,0.6180180180180181,0.4591391941391942,0.3725274725274725,0.4066426809905071,0.6170220178372352,10,sqrt,40,1,8
2306,0.6180180180180181,0.4591391941391942,0.3725274725274725,0.4066426809905071,0.6170220178372352,10,log2,40,1,8
1912,0.6181681681681681,0.4352614379084967,0.3961538461538462,0.4048733680697851,0.6088608854913202,10,sqrt,40,1,4
2304,0.6181681681681681,0.4352614379084967,0.3961538461538462,0.4048733680697851,0.6088608854913202,10,log2,40,1,4
4266,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,20,sqrt,40,1,8
4658,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,20,log2,40,1,8
5442,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,25,sqrt,40,1,8
5834,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,25,log2,40,1,8
6618,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,30,sqrt,40,1,8
7010,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,30,log2,40,1,8
7794,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,35,sqrt,40,1,8
8186,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,35,log2,40,1,8
8970,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,40,sqrt,40,1,8
9362,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5838788023570631,40,log2,40,1,8
3090,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5860527154005414,15,sqrt,40,1,8
3482,0.6207207207207207,0.4584865134865135,0.3659340659340659,0.4014400382226469,0.5860527154005414,15,log2,40,1,8
1863,0.6208708708708708,0.4467094017094017,0.412087912087912,0.418739505705023,0.6075310559006211,10,sqrt,35,1,4
2255,0.6208708708708708,0.4467094017094017,0.412087912087912,0.418739505705023,0.6075310559006211,10,log2,35,1,4
2989,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,15,sqrt,30,1,2
3381,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,15,log2,30,1,2
4165,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,20,sqrt,30,1,2
4557,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,20,log2,30,1,2
5341,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,25,sqrt,30,1,2
5733,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,25,log2,30,1,2
6517,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,30,sqrt,30,1,2
6909,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,30,log2,30,1,2
7693,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,35,sqrt,30,1,2
8085,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,35,log2,30,1,2
8869,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,40,sqrt,30,1,2
9261,0.6208708708708708,0.470473137973138,0.4032967032967033,0.4142011322011322,0.6098502946329033,40,log2,30,1,2
1814,0.6208708708708709,0.4411137392019745,0.389010989010989,0.4029810847258889,0.6138577002707437,10,sqrt,30,1,4
2206,0.6208708708708709,0.4411137392019745,0.389010989010989,0.4029810847258889,0.6138577002707437,10,log2,30,1,4
2990,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,15,sqrt,30,1,4
3382,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,15,log2,30,1,4
4166,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,20,sqrt,30,1,4
4558,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,20,log2,30,1,4
5342,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,25,sqrt,30,1,4
5734,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,25,log2,30,1,4
6518,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,30,sqrt,30,1,4
6910,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,30,log2,30,1,4
7694,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,35,sqrt,30,1,4
8086,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,35,log2,30,1,4
8870,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,40,sqrt,30,1,4
9262,0.6208708708708709,0.4634526502908856,0.3895604395604396,0.3989908729815936,0.6112179487179488,40,log2,30,1,4
3058,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,15,sqrt,35,3,15
3450,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,15,log2,35,3,15
4234,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,20,sqrt,35,3,15
4626,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,20,log2,35,3,15
5410,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,25,sqrt,35,3,15
5802,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,25,log2,35,3,15
6586,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,30,sqrt,35,3,15
6978,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,30,log2,35,3,15
7762,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,35,sqrt,35,3,15
8154,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,35,log2,35,3,15
8938,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,40,sqrt,35,3,15
9330,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6295080824972129,40,log2,35,3,15
3107,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,15,sqrt,40,3,15
3499,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,15,log2,40,3,15
4283,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,20,sqrt,40,3,15
4675,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,20,log2,40,3,15
5459,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,25,sqrt,40,3,15
5851,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,25,log2,40,3,15
6635,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,30,sqrt,40,3,15
7027,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,30,log2,40,3,15
7811,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,35,sqrt,40,3,15
8203,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,35,log2,40,3,15
8987,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,40,sqrt,40,3,15
9379,0.6234234234234234,0.4886370573870573,0.4181318681318681,0.4459555437066681,0.6336747491638796,40,log2,40,3,15
3039,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,15,sqrt,35,1,4
3431,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,15,log2,35,1,4
4215,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,20,sqrt,35,1,4
4607,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,20,log2,35,1,4
5391,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,25,sqrt,35,1,4
5783,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,25,log2,35,1,4
6567,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,30,sqrt,35,1,4
6959,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,30,log2,35,1,4
7743,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,35,sqrt,35,1,4
8135,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,35,log2,35,1,4
8919,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,40,sqrt,35,1,4
9311,0.6235735735735737,0.4769501005530417,0.4186813186813187,0.4353758169296512,0.6109860248447205,40,log2,35,1,4
1918,0.6236486486486487,0.4464046003016591,0.4126373626373626,0.4185741973380412,0.5682483277591973,10,sqrt,40,2,2
1919,0.6236486486486487,0.4464046003016591,0.4126373626373626,0.4185741973380412,0.5682483277591973,10,sqrt,40,2,4
2310,0.6236486486486487,0.4464046003016591,0.4126373626373626,0.4185741973380412,0.5682483277591973,10,log2,40,2,2
2311,0.6236486486486487,0.4464046003016591,0.4126373626373626,0.4185741973380412,0.5682483277591973,10,log2,40,2,4
3088,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,15,sqrt,40,1,4
3480,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,15,log2,40,1,4
4264,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,20,sqrt,40,1,4
4656,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,20,log2,40,1,4
5440,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,25,sqrt,40,1,4
5832,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,25,log2,40,1,4
6616,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,30,sqrt,40,1,4
7008,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,30,log2,40,1,4
7792,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,35,sqrt,40,1,4
8184,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,35,log2,40,1,4
8968,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,40,sqrt,40,1,4
9360,0.6236486486486487,0.4778418803418803,0.4483516483516483,0.4557881122601342,0.6142001114827201,40,log2,40,1,4
3097,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,15,sqrt,40,2,8
3489,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,15,log2,40,2,8
4273,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,20,sqrt,40,2,8
4665,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,20,log2,40,2,8
5449,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,25,sqrt,40,2,8
5841,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,25,log2,40,2,8
6625,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,30,sqrt,40,2,8
7017,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,30,log2,40,2,8
7801,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,35,sqrt,40,2,8
8193,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,35,log2,40,2,8
8977,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,40,sqrt,40,2,8
9369,0.6236486486486487,0.4815628815628815,0.3884615384615385,0.4193082779289676,0.585686415034241,40,log2,40,2,8
3041,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,15,sqrt,35,1,8
3433,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,15,log2,35,1,8
4217,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,20,sqrt,35,1,8
4609,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,20,log2,35,1,8
5393,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,25,sqrt,35,1,8
5785,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,25,log2,35,1,8
6569,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,30,sqrt,35,1,8
6961,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,30,log2,35,1,8
7745,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,35,sqrt,35,1,8
8137,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,35,log2,35,1,8
8921,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,40,sqrt,35,1,8
9313,0.6261261261261262,0.4727722277722277,0.3653846153846153,0.4064112827591088,0.586328436056697,40,log2,35,1,8
3009,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,15,sqrt,30,3,15
3401,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,15,log2,30,3,15
4185,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,20,sqrt,30,3,15
4577,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,20,log2,30,3,15
5361,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,25,sqrt,30,3,15
5753,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,25,log2,30,3,15
6537,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,30,sqrt,30,3,15
6929,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,30,log2,30,3,15
7713,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,35,sqrt,30,3,15
8105,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,35,log2,30,3,15
8889,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,40,sqrt,30,3,15
9281,0.6261261261261262,0.4904532967032967,0.4109890109890109,0.4417157255538065,0.6508829033285555,40,log2,30,3,15
2960,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,15,sqrt,25,3,15
3352,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,15,log2,25,3,15
4136,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,20,sqrt,25,3,15
4528,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,20,log2,25,3,15
5312,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,25,sqrt,25,3,15
5704,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,25,log2,25,3,15
6488,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,30,sqrt,25,3,15
6880,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,30,log2,25,3,15
7664,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,35,sqrt,25,3,15
8056,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,35,log2,25,3,15
8840,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,40,sqrt,25,3,15
9232,0.6261261261261262,0.4910088522588521,0.3956043956043956,0.4321505081625021,0.6463559085841694,40,log2,25,3,15
2940,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,15,sqrt,25,1,2
3332,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,15,log2,25,1,2
4116,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,20,sqrt,25,1,2
4508,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,20,log2,25,1,2
5292,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,25,sqrt,25,1,2
5684,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,25,log2,25,1,2
6468,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,30,sqrt,25,1,2
6860,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,30,log2,25,1,2
7644,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,35,sqrt,25,1,2
8036,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,35,log2,25,1,2
8820,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,40,sqrt,25,1,2
9212,0.6262012012012013,0.4801383777041671,0.3967032967032967,0.4135475392784238,0.620370480968307,40,log2,25,1,2
1913,0.6262762762762762,0.4777899877899879,0.4302197802197802,0.4488854293854294,0.6116778149386846,10,sqrt,40,1,6
2305,0.6262762762762762,0.4777899877899879,0.4302197802197802,0.4488854293854294,0.6116778149386846,10,log2,40,1,6
3091,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,15,sqrt,40,1,10
3483,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,15,log2,40,1,10
4267,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,20,sqrt,40,1,10
4659,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,20,log2,40,1,10
5443,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,25,sqrt,40,1,10
5835,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,25,log2,40,1,10
6619,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,30,sqrt,40,1,10
7011,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,30,log2,40,1,10
7795,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,35,sqrt,40,1,10
8187,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,35,log2,40,1,10
8971,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,40,sqrt,40,1,10
9363,0.6287537537537539,0.4796969696969697,0.387912087912088,0.4194460063201481,0.6313983118330944,40,log2,40,1,10
1523,0.6288288288288288,0.4982817620975516,0.5010989010989011,0.4911784665557044,0.6691909539735628,10,,40,1,10
2699,0.6288288288288288,0.4982817620975516,0.5010989010989011,0.4911784665557044,0.6693581780538304,15,,40,1,10
3875,0.6288288288288288,0.4982817620975516,0.5010989010989011,0.4911784665557044,0.6693581780538304,20,,40,1,10
5051,0.6288288288288288,0.4982817620975516,0.5010989010989011,0.4911784665557044,0.6693581780538304,25,,40,1,10
6227,0.6288288288288288,0.4982817620975516,0.5010989010989011,0.4911784665557044,0.6693581780538304,30,,40,1,10
7403,0.6288288288288288,0.4982817620975516,0.5010989010989011,0.4911784665557044,0.6693581780538304,35,,40,1,10
8579,0.6288288288288288,0.4982817620975516,0.5010989010989011,0.4911784665557044,0.6693581780538304,40,,40,1,10
1764,0.6289039039039039,0.4860335935993831,0.4258241758241758,0.4434422218904977,0.6216525322503583,10,sqrt,25,1,2
2156,0.6289039039039039,0.4860335935993831,0.4258241758241758,0.4434422218904977,0.6216525322503583,10,log2,25,1,2
1816,0.628978978978979,0.4693939393939394,0.3796703296703296,0.4169289711051724,0.6181089743589744,10,sqrt,30,1,8
2208,0.628978978978979,0.4693939393939394,0.3796703296703296,0.4169289711051724,0.6181089743589744,10,log2,30,1,8
2941,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,15,sqrt,25,1,4
3333,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,15,log2,25,1,4
4117,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,20,sqrt,25,1,4
4509,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,20,log2,25,1,4
5293,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,25,sqrt,25,1,4
5685,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,25,log2,25,1,4
6469,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,30,sqrt,25,1,4
6861,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,30,log2,25,1,4
7645,0.628978978978979,0.4846010851893204,0.3747252747252748,0.3994730728850829,0.6154831581462017,35,sqrt,25,1,4
