,accuracy,precision,recall,f1,roc_auc,n_neighbors,p,weights
372,0.6775525525525526,0.673001443001443,0.2983516483516483,0.3886498641201158,0.7274904443382704,26,5,uniform
514,0.6775525525525526,0.6795238095238096,0.2917582417582417,0.3733353450515921,0.7379160694378084,36,6,uniform
516,0.6776276276276276,0.5886904761904763,0.2846153846153846,0.3610128722028035,0.7272246774964166,36,7,uniform
456,0.6776276276276276,0.5911416361416362,0.2912087912087912,0.3736230673301611,0.7344989249880554,32,5,uniform
458,0.6776276276276276,0.5966666666666667,0.2846153846153846,0.3710953374111269,0.732469342251951,32,6,uniform
238,0.6777777777777778,0.6012193362193362,0.3521978021978022,0.4350085688529624,0.7385351966873707,17,1,uniform
318,0.6801801801801801,0.5799458874458875,0.3071428571428571,0.3941266445972328,0.720132584806498,22,6,uniform
299,0.6801801801801801,0.641082251082251,0.3736263736263736,0.4461146858787512,0.7217092689918776,21,3,distance
439,0.6801801801801802,0.5542063492063491,0.3373626373626374,0.4054475777135624,0.7466475553432075,31,3,distance
219,0.6801801801801802,0.5974242424242424,0.3736263736263736,0.4487536871976232,0.7116589026915114,15,5,distance
177,0.6801801801801802,0.6046176046176046,0.3802197802197802,0.4543894289405125,0.7006599378881988,12,5,distance
191,0.6801801801801802,0.6050144300144301,0.3873626373626374,0.454853185880242,0.7015886287625417,13,5,distance
339,0.6801801801801802,0.6062409812409812,0.3736263736263736,0.4441698497580851,0.7330456681000159,24,2,distance
164,0.6801801801801802,0.609563492063492,0.3807692307692307,0.4511128923199862,0.7018195572543399,11,6,uniform
296,0.6801801801801802,0.6161211011211012,0.3648351648351648,0.4413469939671313,0.7272216913521261,21,2,uniform
174,0.6801801801801802,0.620021645021645,0.3197802197802198,0.3977784751032159,0.6918975951584648,12,4,uniform
269,0.6801801801801802,0.6253968253968254,0.3648351648351648,0.4376461934888372,0.7278756569517439,19,2,distance
282,0.6801801801801802,0.6349206349206349,0.3203296703296703,0.4045246858404754,0.7325081621277273,20,2,uniform
343,0.6801801801801802,0.6378282828282829,0.3510989010989011,0.4325602246574114,0.7354903248924989,24,4,distance
200,0.6801801801801802,0.6388134088134089,0.3274725274725275,0.407521708311182,0.7042333572224877,14,3,uniform
298,0.6801801801801802,0.6452489177489177,0.3664835164835165,0.4357467205107858,0.7235268354833573,21,3,uniform
438,0.6801801801801802,0.6502686202686203,0.3373626373626373,0.4165464627752957,0.7485517200191114,31,3,uniform
375,0.6801801801801802,0.6545399045399046,0.3445054945054945,0.4226211389254867,0.7343526039178212,26,6,distance
363,0.6801801801801802,0.6730158730158731,0.3357142857142857,0.4147338289729593,0.7304905239687848,25,7,distance
264,0.6801801801801802,0.6764285714285714,0.2989010989010989,0.3892704517704518,0.7155448717948718,18,7,uniform
353,0.6801801801801803,0.599920634920635,0.3659340659340659,0.4317719317703002,0.7327211737537824,25,2,distance
550,0.6802552552552552,0.5734432234432234,0.3296703296703296,0.4023806051140147,0.7440087991718426,39,3,uniform
171,0.6802552552552552,0.6208585858585859,0.3576923076923077,0.4254496682140213,0.6980729415512025,12,2,distance
232,0.6802552552552552,0.6337878787878788,0.3357142857142857,0.4225373310899627,0.7137651297977385,16,5,uniform
472,0.6802552552552552,0.6393162393162393,0.3065934065934065,0.393162768031189,0.7259734830387005,33,6,uniform
328,0.6802552552552552,0.6430860805860806,0.3510989010989011,0.433064061118981,0.726959906035993,23,4,uniform
529,0.6802552552552552,0.6773260073260075,0.3137362637362638,0.3898146552151128,0.734077878643096,37,6,distance
515,0.6802552552552552,0.6773260073260075,0.3137362637362638,0.3898146552151128,0.7372730530339227,36,6,distance
474,0.6802552552552552,0.6783333333333333,0.3071428571428571,0.396649530865778,0.7205944417900939,33,7,uniform
452,0.6802552552552553,0.5577777777777778,0.3071428571428571,0.3852973151943403,0.7496983994266604,32,3,uniform
380,0.6802552552552553,0.6006349206349206,0.3582417582417582,0.4290407431850263,0.7366559165472208,27,2,uniform
423,0.6802552552552553,0.6138347763347763,0.3747252747252746,0.4460602278772961,0.7368500159261029,30,2,distance
500,0.6802552552552553,0.6273260073260074,0.3214285714285714,0.4013622742627319,0.730789138397834,35,6,uniform
485,0.6802552552552553,0.6321031746031747,0.3285714285714285,0.4005223533141153,0.7321249402771142,34,5,distance
545,0.6802552552552553,0.6326831501831502,0.3142857142857142,0.3905938759943336,0.7353858098423316,38,7,distance
236,0.6802552552552553,0.636547619047619,0.3131868131868132,0.403025863025863,0.7162167542602326,16,7,uniform
571,0.6802552552552553,0.6414285714285715,0.321978021978022,0.3987107591112167,0.7350294632903329,40,6,distance
530,0.6802552552552553,0.6755402930402932,0.3065934065934065,0.3834510188514765,0.7287625418060201,37,7,uniform
206,0.6803303303303303,0.565952380952381,0.3357142857142857,0.4138113577244012,0.694738413760153,14,6,uniform
482,0.6803303303303303,0.6026495726495725,0.284065934065934,0.3639315460368092,0.7399446567924828,34,4,uniform
486,0.6803303303303303,0.6047474747474747,0.2846153846153846,0.3673617376775271,0.7323827440675267,34,6,uniform
209,0.6803303303303303,0.6054761904761905,0.3576923076923077,0.4336471065166717,0.698155558209906,14,7,distance
208,0.6804054054054054,0.6328787878787878,0.3274725274725275,0.4100088121447658,0.6952361044752349,14,7,uniform
266,0.6804804804804804,0.616010101010101,0.3445054945054945,0.4336853497379813,0.7366270504857461,19,1,uniform
305,0.6828078078078079,0.6214529914529915,0.3648351648351648,0.4446505611467248,0.7247481684981685,21,6,distance
226,0.6828078078078079,0.6405952380952381,0.3423076923076923,0.4256075989788468,0.7220964723682114,16,2,uniform
187,0.6828828828828828,0.6113134088134088,0.3576923076923076,0.4357275839628781,0.7088847746456443,13,3,distance
479,0.6828828828828829,0.5578227328227328,0.3456043956043956,0.4149122285809592,0.7431059882146838,34,2,distance
175,0.6828828828828829,0.6064746364746365,0.3653846153846153,0.4405230770485852,0.6947185061315496,12,4,distance
302,0.6828828828828829,0.6081746031746031,0.3802197802197802,0.4589106164621039,0.7182652492435101,21,5,uniform
325,0.6828828828828829,0.6106349206349206,0.3813186813186813,0.4528274229322823,0.7300007963051443,23,2,distance
163,0.6828828828828829,0.6108180708180708,0.3950549450549451,0.4641388506350143,0.6943213489409141,11,5,distance
165,0.6828828828828829,0.6178418803418804,0.3879120879120879,0.4621840751790946,0.7015936056696928,11,6,distance
297,0.6828828828828829,0.6205655455655456,0.3725274725274725,0.4480663615560641,0.7290492116579073,21,2,distance
315,0.6828828828828829,0.6353923853923853,0.3582417582417582,0.4376504560634321,0.7316481525720655,22,4,distance
176,0.6828828828828829,0.6424891774891776,0.3423076923076922,0.4322122131469285,0.6978440038222646,12,5,uniform
481,0.6828828828828829,0.6539085914085913,0.3373626373626373,0.4147470399758729,0.7459010192705844,34,3,distance
382,0.6828828828828829,0.6556998556998556,0.3664835164835165,0.4391111097447402,0.7336150262780697,27,3,uniform
355,0.682882882882883,0.6431746031746032,0.3659340659340659,0.4478359795481885,0.7341863752189839,25,3,distance
552,0.682957957957958,0.567965367965368,0.3225274725274725,0.3980052403736614,0.7431866141105271,39,4,uniform
495,0.682957957957958,0.5717063492063492,0.3368131868131868,0.4093757945588609,0.7447085523172479,35,3,distance
430,0.682957957957958,0.5932844932844934,0.3142857142857142,0.3932319379916634,0.7370062908106386,30,6,uniform
480,0.682957957957958,0.5962606837606838,0.3071428571428571,0.3882797353506735,0.7481386367255933,34,3,uniform
496,0.682957957957958,0.598482905982906,0.3148351648351647,0.3881933533878614,0.7369863831820355,35,4,uniform
454,0.682957957957958,0.6004761904761906,0.2989010989010989,0.3759650748437934,0.7400820194298455,32,4,uniform
221,0.682957957957958,0.6021212121212122,0.3802197802197802,0.4546937616159583,0.7032061235865583,15,6,distance
313,0.682957957957958,0.6340584415584415,0.3818681318681318,0.455810915525176,0.7271251393534002,22,3,distance
301,0.682957957957958,0.63747113997114,0.3659340659340659,0.443851743595989,0.7282449434623348,21,4,distance
308,0.682957957957958,0.6385714285714286,0.3071428571428572,0.4084542237947811,0.742670011148272,22,1,uniform
573,0.682957957957958,0.6410714285714286,0.3208791208791209,0.3977913162352521,0.7350812231247014,40,7,distance
559,0.682957957957958,0.6485714285714287,0.3291208791208791,0.4065029669034246,0.7348343685300207,39,7,distance
403,0.682957957957958,0.6507395382395383,0.3439560439560439,0.4199469057437828,0.7332875457875458,28,6,distance
493,0.682957957957958,0.6591491841491842,0.3604395604395604,0.4337550118676784,0.7441591017677973,35,2,distance
555,0.682957957957958,0.660952380952381,0.3214285714285714,0.4023723425368655,0.7395265965918141,39,5,distance
535,0.682957957957958,0.6626479076479077,0.3373626373626373,0.4162594096649824,0.7463529224398788,38,2,distance
461,0.682957957957958,0.673452380952381,0.3439560439560439,0.4168954005567277,0.7317785475394172,32,7,distance
544,0.682957957957958,0.6753571428571429,0.2912087912087912,0.3704114062453004,0.7338638716356108,38,7,uniform
528,0.682957957957958,0.6773260073260075,0.3208791208791209,0.4014813218817795,0.7356704889313584,37,6,uniform
359,0.682957957957958,0.6778732378732379,0.3439560439560439,0.4255545963386857,0.7293956043956046,25,5,distance
475,0.682957957957958,0.6789285714285715,0.3214285714285714,0.405660519876767,0.7260033444816054,33,7,distance
446,0.682957957957958,0.6807448107448107,0.3291208791208791,0.409262132053894,0.7341266523331741,31,7,uniform
473,0.682957957957958,0.6867063492063493,0.3137362637362638,0.397593984962406,0.7258261665870362,33,6,distance
494,0.6829579579579581,0.5724908424908425,0.3296703296703296,0.4068937110012625,0.7469222806179328,35,3,uniform
402,0.6829579579579581,0.5976495726495726,0.3065934065934065,0.3883173788665779,0.7316780140149706,28,6,uniform
277,0.6829579579579581,0.606492673992674,0.3730769230769231,0.4526915113871635,0.7231117614269789,19,6,distance
451,0.6829579579579581,0.610625763125763,0.3598901098901099,0.4343004273387231,0.7378493788819875,32,2,distance
464,0.6829579579579581,0.6576495726495726,0.345054945054945,0.4215247381156656,0.7418219461697723,33,2,uniform
501,0.6829579579579581,0.6773260073260075,0.3214285714285714,0.4021956075960652,0.7290750915750915,35,6,distance
488,0.683033033033033,0.6047474747474747,0.2923076923076923,0.3797426900584795,0.7231605351170568,34,7,uniform
477,0.6830330330330331,0.611453823953824,0.3456043956043956,0.431157364755763,0.748130673674152,34,1,distance
463,0.6830330330330331,0.6162157287157287,0.3527472527472527,0.4395551975731004,0.7433070552635771,33,1,distance
491,0.6830330330330331,0.6300793650793651,0.3373626373626373,0.4302211741086421,0.7446647555343209,35,1,distance
568,0.6830330330330331,0.6729761904761904,0.2835164835164835,0.3769895893580104,0.7366658703615226,40,5,uniform
281,0.6831831831831832,0.613968253968254,0.3445054945054945,0.4311851618117602,0.7363941312310878,20,1,distance
304,0.6855105105105105,0.6247863247863248,0.3725274725274725,0.4528376956496489,0.7181298773690078,21,6,uniform
307,0.6855105105105105,0.6306196581196581,0.3576923076923077,0.4424766481032466,0.7237707039337474,21,7,distance
333,0.6855855855855856,0.6790720390720391,0.3439560439560439,0.4270688618003196,0.7292323618410574,23,6,distance
347,0.6855855855855856,0.6806204906204906,0.3593406593406593,0.4375384646612268,0.7289178213091256,24,6,distance
453,0.6855855855855857,0.5632034632034633,0.3379120879120879,0.4106193158481487,0.747845994585125,32,3,distance
320,0.6855855855855857,0.5871428571428571,0.3219780219780219,0.4065915130621013,0.7207716196846632,22,7,uniform
348,0.6855855855855857,0.5963095238095237,0.3065934065934065,0.3913426739799737,0.7322861920688007,24,7,uniform
218,0.6855855855855857,0.614090909090909,0.3813186813186813,0.4592800029870968,0.708428889950629,15,5,uniform
190,0.6855855855855857,0.6216810966810967,0.3950549450549451,0.4653795016697156,0.6971263338111164,13,5,uniform
251,0.6855855855855857,0.6236111111111111,0.3510989010989011,0.4354606142649621,0.7139522615066093,17,7,distance
185,0.6855855855855857,0.6273665223665224,0.3714285714285714,0.4516619185950697,0.7050445930880714,13,2,distance
283,0.6855855855855857,0.6301587301587301,0.3725274725274725,0.4459171178352763,0.7349846711259755,20,2,distance
228,0.6855855855855857,0.6313888888888888,0.3489010989010989,0.4361419730715732,0.7151178531613314,16,3,uniform
262,0.6855855855855857,0.6532142857142856,0.3203296703296703,0.4083980632893677,0.7193034320751711,18,6,uniform
425,0.6855855855855857,0.6561760461760462,0.3516483516483516,0.4339312378442813,0.7354355789138398,30,3,distance
564,0.6856606606606606,0.5937590187590188,0.3225274725274725,0.4042420298999246,0.7451684185379839,40,3,uniform
538,0.6856606606606606,0.605,0.3,0.3848627268993401,0.7455904602643733,38,4,uniform
220,0.6856606606606606,0.6154545454545455,0.3802197802197802,0.4570329429025081,0.6993987896161811,15,6,uniform
240,0.6856606606606606,0.6394841269841269,0.371978021978022,0.4515650126634108,0.7322583213887561,17,2,uniform
358,0.6856606606606606,0.6788347763347764,0.3439560439560439,0.4331068588909482,0.7260113075330465,25,5,uniform
467,0.6856606606606607,0.5707051282051283,0.3373626373626373,0.4113252939111061,0.7472288580984232,33,3,distance
426,0.6856606606606607,0.5711111111111112,0.3219780219780219,0.3996814309514538,0.7363612836438925,30,4,uniform
566,0.6856606606606607,0.5720146520146521,0.2994505494505494,0.3809840422311818,0.7437450230928493,40,4,uniform
346,0.6856606606606607,0.6005808080808082,0.3071428571428571,0.3957639933166249,0.7292950708711579,24,6,uniform
536,0.6856606606606607,0.6009018759018759,0.3148351648351649,0.3951402982981929,0.7416308329351808,38,3,uniform
381,0.6856606606606607,0.6144444444444445,0.3736263736263736,0.4430275217255806,0.7350662924032489,27,2,distance
449,0.6856606606606607,0.6183982683982683,0.3593406593406593,0.4445157214123426,0.7433936534480013,32,1,distance
291,0.6856606606606607,0.6266125541125541,0.3736263736263736,0.4505558877042253,0.7228290731008122,20,6,distance
442,0.6856606606606607,0.6401495726495727,0.3368131868131868,0.4210655536513659,0.7367544593088071,31,5,uniform
455,0.6856606606606607,0.6425641025641026,0.3362637362637363,0.409124887317107,0.734454132823698,32,4,distance
327,0.6856606606606607,0.6439682539682539,0.3813186813186813,0.4600052555176045,0.7281225115464246,23,3,distance
543,0.6856606606606607,0.6446275946275947,0.3214285714285714,0.3999840510366826,0.7337474120082816,38,6,distance
513,0.6856606606606607,0.6462148962148963,0.3291208791208791,0.4063476874003189,0.7381091734352604,36,5,distance
558,0.6856606606606607,0.6523260073260074,0.3291208791208791,0.4102306685103831,0.7346551998725912,39,7,uniform
556,0.6856606606606607,0.6559523809523811,0.3214285714285714,0.4094602147078927,0.7326564739608218,39,6,uniform
569,0.6856606606606607,0.6563095238095239,0.3285714285714285,0.4138748055910527,0.7403726708074534,40,5,distance
554,0.6856606606606607,0.6580952380952382,0.3208791208791209,0.4062612314257544,0.7380016722408027,39,5,uniform
557,0.6856606606606607,0.6604761904761905,0.321978021978022,0.4027709094871566,0.7337633381111641,39,6,distance
551,0.6856606606606607,0.6609432234432234,0.3521978021978021,0.4295481563450334,0.7483755375059724,39,3,distance
368,0.6856606606606607,0.6653418803418805,0.3362637362637363,0.419232917215149,0.7355291447682752,26,3,uniform
466,0.6856606606606607,0.6653479853479853,0.3368131868131868,0.4170395796253919,0.74963668577799,33,3,uniform
521,0.6856606606606607,0.6693162393162393,0.3445054945054945,0.4246701840757568,0.7466794075489728,37,2,distance
549,0.6856606606606607,0.6718414918414918,0.3373626373626373,0.4197545055513826,0.7482759993629559,39,2,distance
503,0.6856606606606607,0.681492673992674,0.3291208791208791,0.4091220145224722,0.728416149068323,35,7,distance
447,0.6856606606606607,0.6823809523809524,0.3439560439560439,0.4192763529376801,0.7337434304825609,31,7,distance
459,0.6856606606606607,0.6873809523809524,0.3362637362637363,0.415549644863146,0.7323220258002867,32,6,distance
391,0.6856606606606607,0.6890384615384615,0.3291208791208791,0.4145022663157673,0.7294493549928331,27,7,distance
468,0.6856606606606607,0.6917368742368744,0.3214285714285714,0.4056110081968205,0.7394141184902054,33,4,uniform
370,0.6856606606606607,0.6926046176046177,0.3142857142857143,0.4076458389055643,0.7328555502468547,26,4,uniform
527,0.6856606606606607,0.6939574314574315,0.3291208791208791,0.4036545910230121,0.7401556776556777,37,5,distance
469,0.6856606606606607,0.6965079365079365,0.3208791208791209,0.3976884239584468,0.7338489409141583,33,4,distance
540,0.6856606606606607,0.6980952380952382,0.2917582417582417,0.3769861387023858,0.7400312549769071,38,5,uniform
265,0.6856606606606608,0.6151190476190476,0.3582417582417582,0.4337311274971122,0.7189152333174071,18,7,distance
234,0.6856606606606608,0.6339862914862915,0.3357142857142857,0.4225209373193624,0.7121486303551521,16,6,uniform
300,0.6856606606606608,0.640501443001443,0.3736263736263736,0.454066592311982,0.725928690874343,21,4,uniform
542,0.6856606606606608,0.6875000000000001,0.2835164835164835,0.3681132695993377,0.7331302755215798,38,6,uniform
505,0.6857357357357358,0.6214935064935065,0.345054945054945,0.4318729217642261,0.7504061156235069,36,1,distance
519,0.6857357357357358,0.6239935064935065,0.3379120879120879,0.4273274672187716,0.7494465679248289,37,1,distance
392,0.6857357357357358,0.6517857142857143,0.3142857142857143,0.4156906973315643,0.7485079232361841,28,1,uniform
470,0.6857357357357358,0.6555952380952381,0.3208791208791209,0.4062144574215512,0.7340997770345596,33,5,uniform
323,0.6858108108108107,0.6228066378066378,0.3587912087912088,0.4462285456724816,0.7404722089504698,23,1,distance
322,0.685885885885886,0.62002886002886,0.3587912087912087,0.4453627448066807,0.7389582337951903,23,1,uniform
306,0.6882132132132132,0.6339529914529914,0.3653846153846154,0.4506637826061707,0.7203674948240166,21,7,uniform
186,0.6882882882882883,0.6229800754800754,0.3725274725274725,0.4537186400344296,0.7037296942188247,13,3,uniform
250,0.6882882882882883,0.6436111111111111,0.3510989010989011,0.4380749933499294,0.7119764293677339,17,7,uniform
369,0.6882882882882883,0.653073593073593,0.3807692307692307,0.4612417766496378,0.7382783882783882,26,3,distance
397,0.6882882882882883,0.6600649350649351,0.3593406593406594,0.4384643290781398,0.7399506290810638,28,3,distance
162,0.6882882882882884,0.6236752136752137,0.4027472527472527,0.474431248295833,0.6947075569358179,11,5,uniform
341,0.6882882882882884,0.6485425685425685,0.389010989010989,0.4653064924120572,0.7281643175664915,24,3,distance
524,0.6883633633633633,0.5792368742368743,0.3302197802197802,0.4106736182210674,0.7440187529861444,37,4,uniform
388,0.6883633633633633,0.5882303807303807,0.345054945054945,0.4223075128856526,0.7332746058289537,27,6,uniform
326,0.6883633633633633,0.6452380952380952,0.389010989010989,0.4688414434842274,0.727348104793757,23,3,uniform
539,0.6883633633633633,0.664355921855922,0.3368131868131868,0.4184556197256426,0.7477504379678293,38,4,distance
567,0.6883633633633633,0.664355921855922,0.3373626373626373,0.4187003025790211,0.7467769549291289,40,4,distance
520,0.6883633633633633,0.6783189033189034,0.3373626373626373,0.4241868039081661,0.750709706959707,37,2,uniform
523,0.6883633633633635,0.5770146520146521,0.3527472527472527,0.4257728088854755,0.7452799012581621,37,3,distance
522,0.6883633633633635,0.5784035409035411,0.345054945054945,0.4208226865440487,0.7456223124701384,37,3,uniform
247,0.6883633633633635,0.6130439005439006,0.3956043956043956,0.4687098180233192,0.7195204252269469,17,5,distance
411,0.6883633633633635,0.6162545787545788,0.3593406593406593,0.4330605082612754,0.7393553909858257,29,3,distance
263,0.6883633633633635,0.6192316017316017,0.3802197802197802,0.455033436299421,0.7229803710781971,18,6,distance
275,0.6883633633633635,0.623462370962371,0.3884615384615384,0.46597371422045,0.7166716435738174,19,5,distance
276,0.6883633633633635,0.6283974358974359,0.3802197802197802,0.4646798154807309,0.7172111403089663,19,6,uniform
379,0.6883633633633635,0.6291666666666667,0.3510989010989011,0.4456306774842243,0.7510023491001752,27,1,distance
271,0.6883633633633635,0.6297871572871573,0.3802197802197802,0.4579285198581201,0.7236582258321389,19,3,distance
255,0.6883633633633635,0.6331349206349206,0.3725274725274725,0.4462982584338083,0.7286351329829591,18,2,distance
293,0.6883633633633635,0.633476800976801,0.3664835164835165,0.4489513328388009,0.7200181159420291,20,7,distance
336,0.6883633633633635,0.6414285714285715,0.3208791208791209,0.4221673749591369,0.7359442188246537,24,1,uniform
241,0.6883633633633635,0.6439285714285714,0.3796703296703297,0.4582843802523436,0.7320552635770027,17,2,distance
487,0.6883633633633635,0.6517704517704518,0.3362637362637362,0.4134623119062478,0.7315575728619208,34,6,distance
541,0.6883633633633635,0.655897435897436,0.3291208791208791,0.4079440696603168,0.7405060519190954,38,5,distance
509,0.6883633633633635,0.6671717171717172,0.345054945054945,0.4240816277543966,0.7450350374263418,36,3,distance
507,0.6883633633633635,0.6688095238095237,0.3604395604395604,0.4352186126791054,0.7473303870043001,36,2,distance
492,0.6883633633633635,0.6738095238095239,0.3527472527472527,0.4336930368057034,0.7476469182990921,35,2,uniform
349,0.6883633633633635,0.6828174603174604,0.3587912087912087,0.4386310677103515,0.7329690237298933,24,7,distance
389,0.6883633633633635,0.6834776334776336,0.3516483516483516,0.4311814654438157,0.73646878483835,27,6,distance
502,0.6883633633633635,0.6868498168498169,0.3291208791208791,0.4105505859510436,0.7255603997451824,35,7,uniform
417,0.6883633633633635,0.6896336996336996,0.3445054945054945,0.4229455500851381,0.7348403408186017,29,6,distance
457,0.6883633633633635,0.6897619047619048,0.3434065934065934,0.420229447818811,0.734776636407071,32,5,distance
562,0.6883633633633635,0.6913347763347764,0.3071428571428571,0.4029566072042853,0.7533424908424908,40,2,uniform
433,0.6883633633633635,0.6929365079365081,0.3362637362637363,0.4172812465947477,0.7374542124542125,30,7,distance
526,0.6883633633633635,0.6939574314574315,0.3368131868131868,0.4160355434039644,0.740437370600414,37,5,uniform
471,0.6883633633633635,0.6976190476190476,0.3285714285714285,0.4123276570873824,0.735322105430801,33,5,distance
357,0.6884384384384384,0.6371589521589521,0.3813186813186813,0.4609294393207436,0.7394827998088868,25,4,distance
207,0.6884384384384385,0.6129797979797981,0.3884615384615384,0.464366335418967,0.6989797340340819,14,6,distance
223,0.6884384384384385,0.615930735930736,0.3802197802197802,0.4589700650226966,0.7080496496257367,15,7,distance
189,0.690990990990991,0.6181568431568432,0.3950549450549451,0.4698644824960614,0.7001154642458991,13,4,distance
273,0.690990990990991,0.6195093795093796,0.4027472527472527,0.4749494784391809,0.7205715480172002,19,4,distance
184,0.690990990990991,0.6360569985569986,0.3868131868131869,0.4674681007170412,0.7070074852683549,13,2,uniform
199,0.690990990990991,0.6488744588744588,0.3796703296703296,0.4573332705941402,0.716778149386845,14,2,distance
364,0.690990990990991,0.6495238095238095,0.3291208791208791,0.4282609375488632,0.7471502229654403,26,1,uniform
354,0.690990990990991,0.6560317460317461,0.3813186813186813,0.4648201065323155,0.730248646281255,25,3,uniform
317,0.690990990990991,0.6571428571428571,0.387912087912088,0.4693060829562703,0.7276497053670966,22,5,distance
230,0.690990990990991,0.6652236652236653,0.3653846153846154,0.449264502715842,0.7135869565217392,16,4,uniform
321,0.690990990990991,0.6680952380952381,0.3736263736263736,0.4500705650820068,0.7240265169612996,22,7,distance
332,0.690990990990991,0.680952380952381,0.3516483516483516,0.4436850830329091,0.7274476429367734,23,6,uniform
335,0.690990990990991,0.6901831501831501,0.3516483516483516,0.4361597708912287,0.7312470138557094,23,7,distance
390,0.691066066066066,0.5977289377289379,0.3373626373626373,0.4203434624433413,0.7294314381270903,27,7,uniform
428,0.691066066066066,0.6055555555555557,0.321978021978022,0.40792342097262,0.7357122949514254,30,5,uniform
508,0.691066066066066,0.6093650793650794,0.3225274725274725,0.4043253695198775,0.7471024446567924,36,3,uniform
270,0.691066066066066,0.6347871572871573,0.3879120879120879,0.4670788466555057,0.723161530498487,19,3,uniform
213,0.691066066066066,0.6354419191919192,0.4016483516483516,0.4732309888104746,0.7211180124223602,15,2,distance
407,0.691066066066066,0.6519444444444444,0.3445054945054945,0.443348489801579,0.7481894011785316,29,1,distance
285,0.691066066066066,0.657391774891775,0.3890109890109889,0.4684514510332252,0.7243987896161809,20,3,distance
420,0.691066066066066,0.6613095238095238,0.3214285714285714,0.4282205513784461,0.7410833731485906,30,1,uniform
537,0.691066066066066,0.6655844155844156,0.3593406593406594,0.4338735673175032,0.7452161968466317,38,3,distance
401,0.691066066066066,0.6689538239538241,0.3521978021978021,0.4330475731922764,0.7353360407708235,28,5,distance
525,0.691066066066066,0.673452380952381,0.3368131868131868,0.4189990291935371,0.7432811753463927,37,4,distance
553,0.691066066066066,0.6751082251082252,0.3368131868131868,0.4184814308498518,0.7435180761267717,39,4,distance
373,0.691066066066066,0.6763347763347765,0.3587912087912087,0.4467675091244885,0.7278806338588948,26,5,distance
565,0.691066066066066,0.6901098901098901,0.3598901098901098,0.4386804456243816,0.7506509794553272,40,3,distance
431,0.691066066066066,0.6937950937950939,0.3516483516483516,0.4282025716465075,0.7411868928173276,30,6,distance
419,0.691066066066066,0.7042857142857144,0.3362637362637362,0.4182191975326986,0.7314222009874184,29,7,distance
497,0.691066066066066,0.7053968253968255,0.3368131868131868,0.4134795486740567,0.7362736900780378,35,4,distance
410,0.6910660660660661,0.6242307692307693,0.3593406593406593,0.4387263993316624,0.7414944656792483,29,3,uniform
435,0.6910660660660661,0.6366666666666667,0.3516483516483516,0.4463825571834725,0.7420817407230451,31,1,distance
561,0.6910660660660661,0.6451443001443001,0.3593406593406593,0.4523700555737168,0.7508580187928013,40,1,distance
504,0.6910660660660661,0.6456746031746032,0.321978021978022,0.4214400708622676,0.7478838190794713,36,1,uniform
547,0.6910660660660661,0.6460173160173162,0.3516483516483516,0.4443337777521382,0.7520843287147635,39,1,distance
441,0.6910660660660661,0.675952380952381,0.3516483516483516,0.4310439005364298,0.7345218187609491,31,4,distance
440,0.6910660660660661,0.675952380952381,0.3516483516483516,0.4310439005364298,0.7370291845835324,31,4,uniform
387,0.6910660660660661,0.6782034632034633,0.3516483516483516,0.4334933351597774,0.7296006529702181,27,5,distance
548,0.6910660660660661,0.6844155844155846,0.3379120879120879,0.4264139825266491,0.7537296942188247,39,2,uniform
489,0.6910660660660661,0.6960164835164836,0.3285714285714285,0.4135056019495378,0.7269111323459149,34,7,distance
237,0.6911411411411412,0.6075649350649351,0.3950549450549451,0.4680416324077652,0.7180830944417902,16,7,distance
233,0.6911411411411412,0.6110750360750361,0.4027472527472527,0.4690804774860503,0.7173524844720498,16,5,distance
205,0.6911411411411412,0.6249494949494949,0.3879120879120879,0.4635551899081311,0.7088997053670967,14,5,distance
222,0.6911411411411412,0.6292640692640693,0.3802197802197802,0.4613092463092464,0.7051859372511546,15,7,uniform
351,0.6911411411411412,0.6387301587301588,0.3587912087912088,0.4546095971153179,0.7397883819079472,25,1,distance
462,0.6911411411411412,0.6406204906204906,0.3598901098901099,0.4512776856113779,0.7436166188883581,33,1,uniform
533,0.6911411411411412,0.6434379509379509,0.3521978021978021,0.4446809896554142,0.7497770345596433,38,1,distance
356,0.6911411411411412,0.6449603174603175,0.3741758241758242,0.4605743511510102,0.7383948479057175,25,4,uniform
490,0.6911411411411412,0.6461904761904762,0.3593406593406593,0.4547339693106283,0.7469342251950948,35,1,uniform
309,0.6912162162162162,0.632063492063492,0.367032967032967,0.456055900621118,0.7416059483994266,22,1,distance
350,0.6912162162162162,0.6373015873015873,0.3593406593406593,0.4529805244336137,0.7412316849816849,25,1,uniform
337,0.6912912912912914,0.6306349206349207,0.3664835164835164,0.4567072325081479,0.7359113712374582,24,1,distance
188,0.6936936936936937,0.6281568431568432,0.4021978021978022,0.4792212076422603,0.6931567526676222,13,4,uniform
272,0.6936936936936937,0.6295093795093795,0.4098901098901099,0.4843062035853798,0.7215738971173754,19,4,uniform
319,0.6936936936936937,0.6683982683982684,0.3884615384615384,0.4667108812875404,0.7238513298295908,22,6,distance
334,0.6936936936936937,0.692063492063492,0.3521978021978021,0.4411093254571515,0.729580745341615,23,7,uniform
212,0.6937687687687688,0.6387752525252526,0.4093406593406594,0.4814181233133985,0.7218297101449276,15,2,uniform
