,accuracy,precision,recall,f1,roc_auc,n_neighbors,p,weights
28,0.6339339339339338,0.4597077922077922,0.2005494505494505,0.2709498858554586,0.6156274884535755,2,1,uniform
126,0.6339339339339338,0.4985986235986236,0.3428571428571428,0.3996087246087246,0.6779712135690397,9,1,uniform
109,0.6341591591591591,0.480114460702696,0.3428571428571428,0.3881724866588674,0.6735298216276477,7,6,distance
64,0.6341591591591591,0.4964285714285714,0.2159340659340659,0.28902720602411,0.6385501274088231,4,5,uniform
110,0.6341591591591591,0.5086070791953144,0.3197802197802198,0.367957499256237,0.6677466555183946,7,7,uniform
49,0.6342342342342343,0.4895881895881896,0.4016483516483516,0.4346301929065086,0.6235417662048096,3,4,distance
51,0.6342342342342343,0.5013456478162361,0.4021978021978022,0.4381556178211526,0.6225344401974836,3,5,distance
78,0.6342342342342344,0.4918903318903318,0.3510989010989011,0.4046651674162918,0.657080148112757,5,5,uniform
87,0.6367117117117117,0.4912878787878788,0.3725274725274725,0.4149577904144305,0.6521002548176461,6,2,distance
120,0.6367867867867869,0.4406349206349206,0.2296703296703297,0.2927932851462263,0.678950668896321,8,5,uniform
69,0.6367867867867869,0.5018356643356643,0.3945054945054945,0.4350349116939506,0.6343824653607262,4,7,distance
116,0.6368618618618619,0.443560606060606,0.2302197802197802,0.2932409052935368,0.6744784201305941,8,3,uniform
92,0.6368618618618619,0.5380586080586081,0.2164835164835164,0.2895444493586908,0.6730410893454373,6,5,uniform
108,0.636936936936937,0.493682836771072,0.3274725274725275,0.3781206205160065,0.672287585602803,7,6,uniform
48,0.636936936936937,0.4959518259518258,0.4087912087912088,0.4416301929065087,0.6199753145405318,3,4,uniform
50,0.6369369369369371,0.5077092841798724,0.4093406593406593,0.4451556178211526,0.613562071985985,3,5,uniform
57,0.6394144144144144,0.5039285714285715,0.3884615384615384,0.4297528671561654,0.6608078515687212,4,1,distance
43,0.6394144144144144,0.5088636363636364,0.4104395604395604,0.4497878766244583,0.6441680602006689,3,1,distance
67,0.6394894894894895,0.5056235431235432,0.3945054945054945,0.4365733732324122,0.63713569039656,4,6,distance
47,0.6395645645645646,0.4998542633836751,0.4241758241758241,0.451341469195459,0.6325718665392579,3,3,distance
56,0.6395645645645646,0.5080128205128205,0.2686813186813187,0.3385230753651806,0.6557284201305941,4,1,uniform
90,0.6397147147147147,0.5316666666666667,0.2093406593406593,0.2903282527585933,0.6689212056059881,6,4,uniform
113,0.6418168168168168,0.5197444222444221,0.3659340659340659,0.4210820738715476,0.6788212693103998,8,1,distance
140,0.6418918918918919,0.5214393939393939,0.2741758241758242,0.3516465600178078,0.68895624303233,10,1,uniform
42,0.6421171171171172,0.5117207792207792,0.4175824175824176,0.4547139849988426,0.6416915512024208,3,1,uniform
65,0.6421921921921923,0.5131468531468532,0.3945054945054945,0.4351019880196081,0.6367186255773213,4,5,distance
46,0.6422672672672673,0.5051572936867055,0.4313186813186813,0.4578030076569975,0.6360537107819717,3,3,uniform
115,0.6422672672672673,0.5051767676767677,0.3576923076923077,0.4031361902780667,0.6825768434464086,8,2,distance
93,0.6423423423423424,0.5058549783549783,0.3659340659340659,0.4170931577956749,0.6690565774804905,6,5,distance
169,0.6446696696696697,0.5258952158952158,0.3291208791208791,0.3901739667181853,0.7004409539735625,12,1,distance
84,0.6447447447447447,0.5141666666666665,0.2758241758241758,0.3492698993472988,0.6561723602484472,6,1,uniform
122,0.6448198198198198,0.4699999999999999,0.2291208791208791,0.2967821789493616,0.6822234830387005,8,6,uniform
142,0.6448948948948949,0.481547619047619,0.2664835164835165,0.3254170069281631,0.6837195413282371,10,2,uniform
81,0.6448948948948949,0.5028661616161616,0.3873626373626374,0.4317296037296037,0.6519280538302278,5,6,distance
97,0.6448948948948949,0.5128138528138527,0.3653846153846153,0.4196934000532201,0.6596711259754737,6,7,distance
121,0.6450450450450451,0.4992023172905526,0.3648351648351648,0.409547875064004,0.6825499681477942,8,5,distance
119,0.6450450450450451,0.5006944444444444,0.3576923076923077,0.4063152014525012,0.6754349816849817,8,4,distance
91,0.6450450450450451,0.5193378843378843,0.3587912087912088,0.4125124875124875,0.6694975314540532,6,4,distance
99,0.6472972972972972,0.5202894327894328,0.3730769230769231,0.4308578812491856,0.6791089345437171,7,1,distance
112,0.6472972972972972,0.5244444444444445,0.2818681318681318,0.3599769700543694,0.6741101290014334,8,1,uniform
123,0.6475975975975976,0.5160457516339869,0.3571428571428571,0.4065898561307529,0.6871934225195095,8,6,distance
63,0.6475975975975977,0.5262820512820513,0.4016483516483516,0.4435279889192933,0.633404005414875,4,4,distance
83,0.6476726726726726,0.5100919913419913,0.3868131868131868,0.4328239502678862,0.6516344163083294,5,7,distance
95,0.6476726726726728,0.5174603174603175,0.3730769230769231,0.4257583351181552,0.6704640468227424,6,6,distance
125,0.6503003003003004,0.5197614803497157,0.3576923076923076,0.4078362871350248,0.6942526676222329,8,7,distance
80,0.6503753753753754,0.5211706349206349,0.3945054945054945,0.4436644804470893,0.6523321786908743,5,6,uniform
144,0.6503753753753754,0.5273015873015873,0.2445054945054944,0.3156543676556464,0.6782021420608377,10,3,uniform
197,0.652927927927928,0.5337373737373738,0.3148351648351649,0.3825553230514867,0.7134983675744546,14,1,distance
124,0.653078078078078,0.4609523809523809,0.2296703296703297,0.2987879956301009,0.6882813744226788,8,7,uniform
131,0.653078078078078,0.5226806526806527,0.3192307692307692,0.3794050728490088,0.6758719541328237,9,3,distance
146,0.6530780780780783,0.4911111111111111,0.2587912087912088,0.3260180694778218,0.6789347427934385,10,4,uniform
82,0.6531531531531531,0.5283964646464646,0.393956043956044,0.44500350983875,0.65042403248925,5,7,uniform
129,0.6531531531531531,0.538968253968254,0.3423076923076923,0.4056848848303122,0.6801530896639593,9,2,distance
152,0.6557807807807808,0.5787545787545787,0.2824175824175824,0.3517403934738031,0.6895863194776238,10,7,uniform
151,0.6558558558558559,0.5326190476190475,0.3423076923076923,0.3992906632568419,0.6845486940595636,10,6,distance
128,0.6558558558558559,0.5434126984126985,0.3423076923076923,0.407134160192631,0.6829949036470777,9,2,uniform
196,0.6558558558558559,0.5588095238095238,0.2543956043956044,0.3425472792265093,0.7109173435260392,14,1,uniform
98,0.6581081081081082,0.5413752913752914,0.3879120879120878,0.4475218839131882,0.6735656553591336,7,1,uniform
148,0.6584084084084084,0.4876803751803752,0.2813186813186813,0.344473374406811,0.6845238095238095,10,5,uniform
143,0.6584834834834835,0.5141919191919192,0.3489010989010989,0.4020353459633819,0.684665153686893,10,2,distance
147,0.6584834834834835,0.5263383838383838,0.3576923076923077,0.4075127231393216,0.6800863991081383,10,4,distance
130,0.6584834834834835,0.5305594405594406,0.326923076923077,0.3892588740185995,0.6769280538302278,9,3,uniform
135,0.6585585585585585,0.534981684981685,0.3412087912087912,0.4071522239943292,0.6868788819875775,9,5,distance
170,0.6585585585585585,0.5899114774114773,0.2824175824175824,0.3631808278867102,0.7001433349259436,12,2,uniform
133,0.6585585585585586,0.5127747252747252,0.3483516483516483,0.4037645717279584,0.6784748765727027,9,4,distance
145,0.6585585585585586,0.5415945165945166,0.3494505494505494,0.4051435548900051,0.679350812231247,10,3,distance
114,0.6585585585585586,0.546031746031746,0.2747252747252747,0.3502662069612534,0.6868500159261028,8,2,uniform
155,0.6608858858858858,0.5707281607281607,0.3807692307692308,0.446153992545297,0.6925316531294792,11,1,distance
154,0.6608858858858859,0.5657678432678432,0.3807692307692308,0.4457493247493247,0.6921922280617934,11,1,uniform
150,0.6611861861861863,0.6404761904761905,0.2824175824175824,0.3542027994888407,0.6833084487975792,10,6,uniform
134,0.6612612612612613,0.5447985347985348,0.3489010989010989,0.4139731979979658,0.6800575330466635,9,5,uniform
183,0.6637387387387387,0.5651298701298701,0.3445054945054945,0.4166444470860947,0.7015637442267876,13,1,distance
168,0.6638138138138139,0.5782539682539682,0.2686813186813187,0.360083777217981,0.6962643334925944,12,1,uniform
182,0.663888888888889,0.553939393939394,0.3296703296703296,0.4042534564342345,0.7007375776397515,13,1,uniform
137,0.663888888888889,0.5546642246642246,0.3642857142857143,0.4299054839558272,0.6845486940595638,9,6,distance
149,0.663963963963964,0.5419047619047619,0.3714285714285715,0.4245828893549151,0.6849329112916069,10,5,distance
366,0.663963963963964,0.5736668886668885,0.3137362637362637,0.3879533541220847,0.7360387800605193,26,2,uniform
132,0.6639639639639641,0.5172619047619047,0.3483516483516483,0.4057588737222605,0.6781374422678771,9,4,uniform
342,0.664039039039039,0.6210966810966811,0.2835164835164835,0.3646304529439541,0.7307961060678452,24,4,uniform
136,0.6665915915915915,0.5606318681318683,0.3791208791208791,0.4422582036998513,0.6771370839305623,9,6,uniform
279,0.6666666666666667,0.5603418803418804,0.3291208791208791,0.4040719892422679,0.7202331183309445,19,7,distance
225,0.6666666666666667,0.5657864357864357,0.3428571428571428,0.4172905947345306,0.7211130355152094,16,1,distance
172,0.6666666666666667,0.5750937950937951,0.2906593406593406,0.3628363035388207,0.6916427775123427,12,3,uniform
394,0.6666666666666667,0.5805067155067155,0.3065934065934065,0.3818593774148357,0.7365016324255456,28,2,uniform
290,0.6666666666666667,0.5852272727272727,0.2912087912087912,0.3758328240387064,0.7152173913043478,20,6,uniform
181,0.6667417417417417,0.5364529914529915,0.3505494505494505,0.4137762739795315,0.7018364787386526,12,7,distance
179,0.6667417417417417,0.5581196581196581,0.3582417582417582,0.4211229305908939,0.6992385332059244,12,6,distance
211,0.6667417417417417,0.5657611832611833,0.3510989010989011,0.4273081121776774,0.7149058369167065,15,1,distance
340,0.6667417417417417,0.6315384615384615,0.3065934065934065,0.3874922594144562,0.7273978738652651,24,3,uniform
153,0.6667417417417418,0.5474125874125874,0.3576923076923077,0.4163979417854098,0.6938256489886925,10,7,distance
204,0.6692942942942943,0.5397222222222222,0.3054945054945055,0.3816022971360164,0.7066839863035516,14,5,uniform
202,0.6692942942942943,0.5852272727272727,0.2983516483516483,0.3834277471754252,0.7022495620321707,14,4,uniform
292,0.6692942942942943,0.5905844155844157,0.2835164835164835,0.3702689142642703,0.7119953416149069,20,7,uniform
288,0.6692942942942943,0.618476800976801,0.3131868131868132,0.3973779144831776,0.7173146599777035,20,5,uniform
278,0.6693693693693694,0.5736752136752137,0.3291208791208791,0.4064111705288176,0.712882226469183,19,7,uniform
338,0.6693693693693694,0.5842063492063493,0.3208791208791209,0.3964945743223438,0.7306089743589743,24,2,uniform
331,0.6693693693693694,0.6258241758241757,0.3208791208791209,0.4022473978612086,0.7243928173275999,23,5,distance
314,0.6693693693693694,0.6276839826839827,0.3071428571428571,0.3879704923783534,0.7289427058448797,22,4,uniform
224,0.6694444444444445,0.596984126984127,0.284065934065934,0.3782047364400306,0.7256499840738971,16,1,uniform
252,0.6695945945945947,0.6039682539682539,0.2994505494505494,0.3906850012732366,0.7345536709667144,18,1,uniform
159,0.6720720720720721,0.5738961038961039,0.3423076923076923,0.4093820060303437,0.6943054228380315,11,3,distance
157,0.6720720720720721,0.5745833333333333,0.3565934065934066,0.4235594008076845,0.6834308807134895,11,2,distance
310,0.6720720720720721,0.5858974358974358,0.3285714285714285,0.4033999772157667,0.7272316451664278,22,2,uniform
395,0.6720720720720721,0.5903479853479853,0.3439560439560439,0.4153463061992474,0.7343117932791845,28,2,distance
422,0.6720720720720721,0.6057792207792208,0.3137362637362638,0.3963024539959524,0.7376055104315975,30,2,uniform
286,0.6720720720720721,0.6252380952380953,0.3208791208791209,0.4065732652803591,0.726122790253225,20,4,uniform
330,0.6720720720720721,0.6309523809523809,0.3291208791208791,0.4141717537484127,0.7234113712374581,23,5,uniform
572,0.6721471471471472,0.5330411255411256,0.2769230769230769,0.3570735171261487,0.7354296066252589,40,7,uniform
195,0.6721471471471472,0.583040293040293,0.3653846153846153,0.4370865137913193,0.6994425863991083,13,7,distance
437,0.6721471471471472,0.5927777777777777,0.3373626373626373,0.4089592967344346,0.7368181637203376,31,2,distance
193,0.6721471471471472,0.5944832944832945,0.3730769230769231,0.4423989734260296,0.698397435897436,13,6,distance
450,0.6721471471471473,0.6389935064935065,0.2994505494505494,0.3849660246873869,0.7420339624143971,32,2,uniform
210,0.6722222222222223,0.576410533910534,0.3428571428571428,0.4247379813169287,0.7183727504379678,15,1,uniform
484,0.6722222222222223,0.594514652014652,0.284065934065934,0.3626989190147084,0.7302725354355789,34,5,uniform
280,0.6722972972972973,0.5988095238095238,0.2846153846153846,0.377166241574641,0.7376582656473961,20,1,uniform
267,0.6722972972972974,0.5888672438672439,0.3516483516483516,0.4323892735792049,0.7331083771301162,19,1,distance
139,0.6746996996996997,0.5871312021312021,0.3791208791208791,0.4500718326856434,0.6896251393534002,9,7,distance
360,0.6747747747747748,0.5684776334776334,0.3296703296703296,0.4033312054078644,0.7279990842490843,25,6,uniform
167,0.6747747747747748,0.5812121212121212,0.3725274725274725,0.4438243942683302,0.7043985905398948,11,7,distance
409,0.6747747747747748,0.6065079365079364,0.3593406593406593,0.4332449522628551,0.7359362557732123,29,2,distance
408,0.6747747747747748,0.606984126984127,0.3516483516483516,0.4292581737223008,0.7363941312310878,29,2,uniform
345,0.6747747747747748,0.642020757020757,0.3362637362637362,0.4184801184417552,0.7256788501353718,24,5,distance
361,0.6747747747747748,0.6651443001443,0.3291208791208791,0.4084774042382738,0.7297758401019271,25,6,distance
376,0.6747747747747749,0.5647474747474748,0.2763736263736264,0.3591181471270985,0.7249333094441791,26,7,uniform
166,0.6747747747747749,0.5785381285381286,0.3730769230769231,0.4406582965201891,0.702542204172639,11,7,uniform
198,0.6747747747747749,0.6299847374847375,0.3203296703296703,0.4056250668910516,0.7190565774804905,14,2,uniform
284,0.6747747747747749,0.6377625152625153,0.3285714285714285,0.4068528563911522,0.7258699633699635,20,3,uniform
316,0.6747747747747749,0.6420490620490621,0.3142857142857143,0.4008682311840206,0.7216545230132188,22,5,uniform
156,0.674774774774775,0.5779166666666666,0.3642857142857142,0.4317465353106085,0.6864249880554228,11,2,uniform
404,0.6748498498498499,0.5682051282051283,0.284065934065934,0.3599207459605898,0.7286311514572384,28,7,uniform
460,0.6748498498498499,0.5783333333333334,0.2923076923076923,0.3724828641991113,0.7303461936614111,32,7,uniform
194,0.6748498498498499,0.583040293040293,0.3659340659340659,0.4371553132409237,0.6961856983596114,13,7,uniform
510,0.6748498498498499,0.586111111111111,0.2846153846153846,0.3625428957007904,0.7401437330785157,36,4,uniform
192,0.6748498498498499,0.5944832944832944,0.3736263736263736,0.4418958774507973,0.6954560837713012,13,6,uniform
517,0.6748498498498499,0.618397435897436,0.3137362637362638,0.3864813218817795,0.728798375537506,36,7,distance
498,0.6748498498498499,0.6196336996336996,0.3142857142857142,0.3939548668553245,0.7345765647396082,35,5,uniform
180,0.6748498498498499,0.6250000000000001,0.3043956043956043,0.3848484870897039,0.7003115543876414,12,7,uniform
329,0.6748498498498499,0.630422077922078,0.3505494505494505,0.4242284924509988,0.7321120003185221,23,4,distance
256,0.6748498498498499,0.6319444444444444,0.3274725274725275,0.4122148132748482,0.7297758401019271,18,3,uniform
312,0.6748498498498499,0.634906204906205,0.3291208791208791,0.4055232778916989,0.728173275999363,22,3,uniform
396,0.6748498498498499,0.6494444444444445,0.2835164835164835,0.3715048630494855,0.7391065456282847,28,3,uniform
405,0.6748498498498499,0.6687606837606836,0.3137362637362637,0.3935375439036766,0.7315794712533843,28,7,distance
161,0.67484984984985,0.5771348096348097,0.3730769230769231,0.440506960068543,0.6902263497372193,11,4,distance
239,0.675,0.5877272727272728,0.367032967032967,0.4414623119062478,0.7344531374422678,17,1,distance
295,0.675,0.5988672438672439,0.3521978021978021,0.4337201699901928,0.7354564819238733,21,1,distance
294,0.675075075075075,0.6020634920634921,0.3302197802197802,0.4165804682596984,0.7367106625258799,21,1,uniform
138,0.6774024024024025,0.5919877344877345,0.393956043956044,0.4618316670541735,0.6859024128045867,9,7,uniform
311,0.6774024024024025,0.5950649350649351,0.3730769230769231,0.4376059773780031,0.7305781175346393,22,2,distance
362,0.6774774774774774,0.5736019536019535,0.3291208791208791,0.404561175116095,0.7276725991399904,25,7,uniform
303,0.6774774774774774,0.6015079365079365,0.3648351648351648,0.4425363474562559,0.7245321707278229,21,5,distance
258,0.6774774774774774,0.613531746031746,0.3357142857142857,0.423197915140303,0.7152591973244147,18,4,uniform
268,0.6774774774774774,0.6209523809523809,0.3571428571428571,0.4309268258999044,0.7293965997770346,19,2,uniform
383,0.6774774774774774,0.640223665223665,0.3582417582417583,0.4317087133794956,0.7370401337792643,27,3,distance
377,0.6774774774774774,0.6626984126984127,0.3362637362637363,0.4143759225556562,0.7289098582576843,26,7,distance
324,0.6774774774774776,0.5895238095238095,0.3664835164835165,0.4350786435786435,0.7287267080745341,23,2,uniform
367,0.6774774774774776,0.592922077922078,0.367032967032967,0.4320654481472222,0.7345128603280776,26,2,distance
352,0.6774774774774776,0.5932539682539683,0.3582417582417582,0.425880391324984,0.731517757604714,25,2,uniform
158,0.6774774774774776,0.5938961038961039,0.3571428571428571,0.4285985522979735,0.6928014014970536,11,3,uniform
253,0.6775525525525525,0.601190476190476,0.3516483516483516,0.4333145115753811,0.7320433189998405,18,1,distance
178,0.6775525525525525,0.6364285714285715,0.3197802197802198,0.4020133165842548,0.6987239210065297,12,6,uniform
499,0.6775525525525525,0.6723809523809525,0.3137362637362638,0.3874337028341604,0.7349358974358975,35,5,distance
512,0.6775525525525525,0.6819444444444446,0.2917582417582417,0.3746735720419931,0.7398272017837235,36,5,uniform
432,0.6775525525525525,0.6833333333333333,0.2917582417582418,0.3817636749215696,0.7348015209428251,30,7,uniform
344,0.6775525525525525,0.683517316017316,0.2912087912087912,0.3817704868231183,0.72463668577799,24,5,uniform
570,0.6775525525525526,0.5578030303030304,0.2774725274725275,0.3627209690893901,0.7341157031374423,40,6,uniform
478,0.6775525525525526,0.5586363636363637,0.3,0.3829383467970088,0.7464484790571747,34,2,uniform
374,0.6775525525525526,0.5733585858585859,0.284065934065934,0.3692127667653984,0.7317626214365346,26,6,uniform
160,0.6775525525525526,0.580468142968143,0.3807692307692307,0.4486940945714671,0.685952181876095,11,4,uniform
173,0.6775525525525526,0.5880655455655456,0.3351648351648351,0.4055483405483405,0.69532767956681,12,3,distance
436,0.6775525525525526,0.6127777777777778,0.3439560439560439,0.4204518478567801,0.7397744465679248,31,2,uniform
254,0.6775525525525526,0.626492673992674,0.3351648351648351,0.416928143422961,0.730334249084249,18,2,uniform
465,0.6775525525525526,0.6461111111111111,0.345054945054945,0.4179797645706919,0.7374502309284917,33,2,distance
424,0.6775525525525526,0.6514141414141414,0.3065934065934065,0.3921397836844061,0.7384515846472368,30,3,uniform
506,0.6775525525525526,0.6586363636363637,0.3,0.3894898342111964,0.7503672957477305,36,2,uniform
534,0.6775525525525526,0.6632792207792209,0.2917582417582418,0.3844945429527473,0.7483247730530339,38,2,uniform
531,0.6775525525525526,0.6701831501831503,0.3065934065934065,0.382022447422905,0.7305860805860805,37,7,distance
