,accuracy,precision,recall,f1,roc_auc,C,degree,gamma,kernel
569,0.635217391304348,0.0,0.0,0.0,0.5,100.0,1,100.0,rbf
571,0.635217391304348,0.0,0.0,0.0,0.5,100.0,8,1e-05,poly
599,0.635217391304348,0.0,0.0,0.0,0.5,100.0,8,100.0,rbf
26,0.635217391304348,0.0,0.0,0.0,0.503448275862069,1e-05,1,16.68100537200059,rbf
56,0.635217391304348,0.0,0.0,0.0,0.503448275862069,1e-05,8,16.68100537200059,rbf
334,0.635217391304348,0.0,0.0,0.0,0.5090073529411765,0.0774263682681127,8,5.994842503189409e-05,poly
86,0.635217391304348,0.0,0.0,0.0,0.5120689655172413,5.994842503189409e-05,1,16.68100537200059,rbf
116,0.635217391304348,0.0,0.0,0.0,0.5120689655172413,5.994842503189409e-05,8,16.68100537200059,rbf
146,0.635217391304348,0.0,0.0,0.0,0.5120689655172413,0.00035938136638046257,1,16.68100537200059,rbf
176,0.635217391304348,0.0,0.0,0.0,0.5120689655172413,0.00035938136638046257,8,16.68100537200059,rbf
206,0.635217391304348,0.0,0.0,0.0,0.5275862068965517,0.0021544346900318843,1,16.68100537200059,rbf
236,0.635217391304348,0.0,0.0,0.0,0.5275862068965517,0.0021544346900318843,8,16.68100537200059,rbf
394,0.635217391304348,0.0,0.0,0.0,0.5286447768762678,0.4641588833612782,8,5.994842503189409e-05,poly
266,0.635217391304348,0.0,0.0,0.0,0.5466133004926108,0.01291549665014884,1,16.68100537200059,rbf
296,0.635217391304348,0.0,0.0,0.0,0.5466133004926108,0.01291549665014884,8,16.68100537200059,rbf
326,0.635217391304348,0.0,0.0,0.0,0.5588054187192119,0.0774263682681127,1,16.68100537200059,rbf
356,0.635217391304348,0.0,0.0,0.0,0.5588054187192119,0.0774263682681127,8,16.68100537200059,rbf
386,0.635217391304348,0.0,0.0,0.0,0.5639778325123153,0.4641588833612782,1,16.68100537200059,rbf
416,0.635217391304348,0.0,0.0,0.0,0.5639778325123153,0.4641588833612782,8,16.68100537200059,rbf
454,0.635217391304348,0.0,0.0,0.0,0.5676977687626775,2.782559402207126,8,5.994842503189409e-05,poly
446,0.635217391304348,0.0,0.0,0.0,0.5726600985221675,2.782559402207126,1,16.68100537200059,rbf
476,0.635217391304348,0.0,0.0,0.0,0.5726600985221675,2.782559402207126,8,16.68100537200059,rbf
506,0.635217391304348,0.0,0.0,0.0,0.5726600985221675,16.68100537200059,1,16.68100537200059,rbf
536,0.635217391304348,0.0,0.0,0.0,0.5726600985221675,16.68100537200059,8,16.68100537200059,rbf
566,0.635217391304348,0.0,0.0,0.0,0.5726600985221675,100.0,1,16.68100537200059,rbf
596,0.635217391304348,0.0,0.0,0.0,0.5726600985221675,100.0,8,16.68100537200059,rbf
37,0.635217391304348,0.0,0.0,0.0,0.613894523326572,1e-05,8,0.00035938136638046257,poly
514,0.635217391304348,0.0,0.0,0.0,0.613894523326572,16.68100537200059,8,5.994842503189409e-05,poly
97,0.635217391304348,0.0,0.0,0.0,0.6781757099391481,5.994842503189409e-05,8,0.00035938136638046257,poly
574,0.635217391304348,0.0,0.0,0.0,0.6781757099391481,100.0,8,5.994842503189409e-05,poly
460,0.635217391304348,0.0,0.0,0.0,0.7060453491741525,2.782559402207126,8,0.0021544346900318843,poly
457,0.635217391304348,0.0,0.0,0.0,0.7116913575775138,2.782559402207126,8,0.00035938136638046257,poly
43,0.635217391304348,0.0,0.0,0.0,0.7117810055056506,1e-05,8,0.01291549665014884,poly
40,0.635217391304348,0.0,0.0,0.0,0.7134544334975369,1e-05,8,0.0021544346900318843,poly
517,0.635217391304348,0.0,0.0,0.0,0.7134544334975369,16.68100537200059,8,0.00035938136638046257,poly
280,0.635217391304348,0.0,0.0,0.0,0.7135377426832802,0.01291549665014884,8,0.0021544346900318843,poly
340,0.635217391304348,0.0,0.0,0.0,0.7135504201680672,0.0774263682681127,8,0.0021544346900318843,poly
400,0.635217391304348,0.0,0.0,0.0,0.7135504201680672,0.4641588833612782,8,0.0021544346900318843,poly
337,0.635217391304348,0.0,0.0,0.0,0.7159700086931323,0.0774263682681127,8,0.00035938136638046257,poly
520,0.635217391304348,0.0,0.0,0.0,0.7166364821790785,16.68100537200059,8,0.0021544346900318843,poly
397,0.635217391304348,0.0,0.0,0.0,0.717075666473486,0.4641588833612782,8,0.00035938136638046257,poly
160,0.635217391304348,0.0,0.0,0.0,0.7177403288901767,0.00035938136638046257,8,0.0021544346900318843,poly
220,0.635217391304348,0.0,0.0,0.0,0.7178354100260794,0.0021544346900318843,8,0.0021544346900318843,poly
100,0.635217391304348,0.0,0.0,0.0,0.7178544262532599,5.994842503189409e-05,8,0.0021544346900318843,poly
577,0.635217391304348,0.0,0.0,0.0,0.7178544262532599,100.0,8,0.00035938136638046257,poly
157,0.635217391304348,0.0,0.0,0.0,0.7228249058243988,0.00035938136638046257,8,0.00035938136638046257,poly
277,0.635217391304348,0.0,0.0,0.0,0.7242321066357578,0.01291549665014884,8,0.00035938136638046257,poly
217,0.635217391304348,0.0,0.0,0.0,0.7420312952767313,0.0021544346900318843,8,0.00035938136638046257,poly
23,0.635217391304348,0.0,0.0,0.0,0.9207267820921472,1e-05,1,2.782559402207126,rbf
53,0.635217391304348,0.0,0.0,0.0,0.9207267820921472,1e-05,8,2.782559402207126,rbf
83,0.635217391304348,0.0,0.0,0.0,0.9250787815126048,5.994842503189409e-05,1,2.782559402207126,rbf
113,0.635217391304348,0.0,0.0,0.0,0.9250787815126048,5.994842503189409e-05,8,2.782559402207126,rbf
143,0.635217391304348,0.0,0.0,0.0,0.929173609098812,0.00035938136638046257,1,2.782559402207126,rbf
173,0.635217391304348,0.0,0.0,0.0,0.929173609098812,0.00035938136638046257,8,2.782559402207126,rbf
263,0.635217391304348,0.0,0.0,0.0,0.945546580701246,0.01291549665014884,1,2.782559402207126,rbf
293,0.635217391304348,0.0,0.0,0.0,0.945546580701246,0.01291549665014884,8,2.782559402207126,rbf
203,0.635217391304348,0.0,0.0,0.0,0.94677901332947,0.0021544346900318843,1,2.782559402207126,rbf
233,0.635217391304348,0.0,0.0,0.0,0.94677901332947,0.0021544346900318843,8,2.782559402207126,rbf
323,0.635217391304348,0.0,0.0,0.0,0.9487983555491162,0.0774263682681127,1,2.782559402207126,rbf
353,0.635217391304348,0.0,0.0,0.0,0.9487983555491162,0.0774263682681127,8,2.782559402207126,rbf
383,0.635217391304348,0.0,0.0,0.0,0.950053426543031,0.4641588833612782,1,2.782559402207126,rbf
413,0.635217391304348,0.0,0.0,0.0,0.950053426543031,0.4641588833612782,8,2.782559402207126,rbf
443,0.635217391304348,0.0,0.0,0.0,0.9511753839466822,2.782559402207126,1,2.782559402207126,rbf
473,0.635217391304348,0.0,0.0,0.0,0.9511753839466822,2.782559402207126,8,2.782559402207126,rbf
503,0.635217391304348,0.0,0.0,0.0,0.9511753839466822,16.68100537200059,1,2.782559402207126,rbf
533,0.635217391304348,0.0,0.0,0.0,0.9511753839466822,16.68100537200059,8,2.782559402207126,rbf
563,0.635217391304348,0.0,0.0,0.0,0.9511753839466822,100.0,1,2.782559402207126,rbf
593,0.635217391304348,0.0,0.0,0.0,0.9511753839466822,100.0,8,2.782559402207126,rbf
20,0.635217391304348,0.0,0.0,0.0,0.9768318965517242,1e-05,1,0.4641588833612782,rbf
50,0.635217391304348,0.0,0.0,0.0,0.9768318965517242,1e-05,8,0.4641588833612782,rbf
80,0.635217391304348,0.0,0.0,0.0,0.9768318965517242,5.994842503189409e-05,1,0.4641588833612782,rbf
110,0.635217391304348,0.0,0.0,0.0,0.9768318965517242,5.994842503189409e-05,8,0.4641588833612782,rbf
140,0.635217391304348,0.0,0.0,0.0,0.976939655172414,0.00035938136638046257,1,0.4641588833612782,rbf
170,0.635217391304348,0.0,0.0,0.0,0.976939655172414,0.00035938136638046257,8,0.4641588833612782,rbf
200,0.635217391304348,0.0,0.0,0.0,0.9794860185453492,0.0021544346900318843,1,0.4641588833612782,rbf
230,0.635217391304348,0.0,0.0,0.0,0.9794860185453492,0.0021544346900318843,8,0.4641588833612782,rbf
260,0.635217391304348,0.0,0.0,0.0,0.979491451753115,0.01291549665014884,1,0.4641588833612782,rbf
290,0.635217391304348,0.0,0.0,0.0,0.979491451753115,0.01291549665014884,8,0.4641588833612782,rbf
320,0.635217391304348,0.0,0.0,0.0,0.979491451753115,0.0774263682681127,1,0.4641588833612782,rbf
350,0.635217391304348,0.0,0.0,0.0,0.979491451753115,0.0774263682681127,8,0.4641588833612782,rbf
137,0.635217391304348,0.0,0.0,0.0,0.9804947841205448,0.00035938136638046257,1,0.0774263682681127,rbf
167,0.635217391304348,0.0,0.0,0.0,0.9804947841205448,0.00035938136638046257,8,0.0774263682681127,rbf
17,0.635217391304348,0.0,0.0,0.0,0.9805074616053318,1e-05,1,0.0774263682681127,rbf
47,0.635217391304348,0.0,0.0,0.0,0.9805074616053318,1e-05,8,0.0774263682681127,rbf
77,0.635217391304348,0.0,0.0,0.0,0.9805074616053318,5.994842503189409e-05,1,0.0774263682681127,rbf
107,0.635217391304348,0.0,0.0,0.0,0.9805074616053318,5.994842503189409e-05,8,0.0774263682681127,rbf
197,0.635217391304348,0.0,0.0,0.0,0.9809131411185164,0.0021544346900318843,1,0.0774263682681127,rbf
227,0.635217391304348,0.0,0.0,0.0,0.9809131411185164,0.0021544346900318843,8,0.0774263682681127,rbf
257,0.635217391304348,0.0,0.0,0.0,0.9809131411185164,0.01291549665014884,1,0.0774263682681127,rbf
287,0.635217391304348,0.0,0.0,0.0,0.9809131411185164,0.01291549665014884,8,0.0774263682681127,rbf
14,0.635217391304348,0.0,0.0,0.0,0.9832439872500724,1e-05,1,0.01291549665014884,rbf
44,0.635217391304348,0.0,0.0,0.0,0.9832439872500724,1e-05,8,0.01291549665014884,rbf
74,0.635217391304348,0.0,0.0,0.0,0.9832439872500724,5.994842503189409e-05,1,0.01291549665014884,rbf
104,0.635217391304348,0.0,0.0,0.0,0.9832439872500724,5.994842503189409e-05,8,0.01291549665014884,rbf
134,0.635217391304348,0.0,0.0,0.0,0.9834540712836856,0.00035938136638046257,1,0.01291549665014884,rbf
164,0.635217391304348,0.0,0.0,0.0,0.9834540712836856,0.00035938136638046257,8,0.01291549665014884,rbf
194,0.635217391304348,0.0,0.0,0.0,0.9834540712836856,0.0021544346900318843,1,0.01291549665014884,rbf
224,0.635217391304348,0.0,0.0,0.0,0.9834540712836856,0.0021544346900318843,8,0.01291549665014884,rbf
11,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,1e-05,1,0.0021544346900318843,rbf
41,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,1e-05,8,0.0021544346900318843,rbf
71,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,5.994842503189409e-05,1,0.0021544346900318843,rbf
101,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,5.994842503189409e-05,8,0.0021544346900318843,rbf
131,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,0.00035938136638046257,1,0.0021544346900318843,rbf
161,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,0.00035938136638046257,8,0.0021544346900318843,rbf
251,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,0.01291549665014884,1,0.0021544346900318843,rbf
281,0.635217391304348,0.0,0.0,0.0,0.9846946537235584,0.01291549665014884,8,0.0021544346900318843,rbf
191,0.635217391304348,0.0,0.0,0.0,0.9848974934801508,0.0021544346900318843,1,0.0021544346900318843,rbf
221,0.635217391304348,0.0,0.0,0.0,0.9848974934801508,0.0021544346900318843,8,0.0021544346900318843,rbf
1,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,1e-05,poly
2,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,1e-05,rbf
4,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,5.994842503189409e-05,poly
7,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,0.00035938136638046257,poly
8,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,0.00035938136638046257,rbf
10,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,0.0021544346900318843,poly
13,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,0.01291549665014884,poly
16,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,1,0.0774263682681127,poly
32,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,8,1e-05,rbf
38,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,1e-05,8,0.00035938136638046257,rbf
61,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,1,1e-05,poly
62,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,1,1e-05,rbf
64,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,1,5.994842503189409e-05,poly
67,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,1,0.00035938136638046257,poly
68,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,1,0.00035938136638046257,rbf
70,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,1,0.0021544346900318843,poly
73,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,1,0.01291549665014884,poly
92,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,8,1e-05,rbf
98,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,5.994842503189409e-05,8,0.00035938136638046257,rbf
121,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,1,1e-05,poly
122,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,1,1e-05,rbf
124,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,1,5.994842503189409e-05,poly
127,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,1,0.00035938136638046257,poly
128,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,1,0.00035938136638046257,rbf
130,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,1,0.0021544346900318843,poly
152,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,8,1e-05,rbf
158,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.00035938136638046257,8,0.00035938136638046257,rbf
181,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0021544346900318843,1,1e-05,poly
182,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0021544346900318843,1,1e-05,rbf
184,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0021544346900318843,1,5.994842503189409e-05,poly
187,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0021544346900318843,1,0.00035938136638046257,poly
188,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0021544346900318843,1,0.00035938136638046257,rbf
212,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0021544346900318843,8,1e-05,rbf
218,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0021544346900318843,8,0.00035938136638046257,rbf
241,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.01291549665014884,1,1e-05,poly
242,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.01291549665014884,1,1e-05,rbf
244,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.01291549665014884,1,5.994842503189409e-05,poly
248,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.01291549665014884,1,0.00035938136638046257,rbf
272,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.01291549665014884,8,1e-05,rbf
278,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.01291549665014884,8,0.00035938136638046257,rbf
301,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0774263682681127,1,1e-05,poly
308,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0774263682681127,1,0.00035938136638046257,rbf
338,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.0774263682681127,8,0.00035938136638046257,rbf
362,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.4641588833612782,1,1e-05,rbf
365,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.4641588833612782,1,5.994842503189409e-05,rbf
392,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.4641588833612782,8,1e-05,rbf
395,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,0.4641588833612782,8,5.994842503189409e-05,rbf
422,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,2.782559402207126,1,1e-05,rbf
452,0.635217391304348,0.0,0.0,0.0,0.9855440452042886,2.782559402207126,8,1e-05,rbf
0,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,1e-05,linear
3,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,5.994842503189409e-05,linear
5,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,5.994842503189409e-05,rbf
6,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,0.00035938136638046257,linear
9,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,0.0021544346900318843,linear
12,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,0.01291549665014884,linear
15,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,0.0774263682681127,linear
18,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,0.4641588833612782,linear
19,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,0.4641588833612782,poly
21,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,2.782559402207126,linear
22,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,2.782559402207126,poly
24,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,16.68100537200059,linear
27,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,1,100.0,linear
30,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,1e-05,linear
33,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,5.994842503189409e-05,linear
35,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,5.994842503189409e-05,rbf
36,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,0.00035938136638046257,linear
39,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,0.0021544346900318843,linear
42,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,0.01291549665014884,linear
45,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,0.0774263682681127,linear
48,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,0.4641588833612782,linear
51,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,2.782559402207126,linear
54,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,16.68100537200059,linear
57,0.635217391304348,0.0,0.0,0.0,0.985759562445668,1e-05,8,100.0,linear
60,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,1e-05,linear
63,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,5.994842503189409e-05,linear
65,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,5.994842503189409e-05,rbf
66,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,0.00035938136638046257,linear
69,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,0.0021544346900318843,linear
72,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,0.01291549665014884,linear
75,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,0.0774263682681127,linear
76,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,0.0774263682681127,poly
78,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,0.4641588833612782,linear
79,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,0.4641588833612782,poly
81,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,2.782559402207126,linear
84,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,16.68100537200059,linear
87,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,1,100.0,linear
90,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,1e-05,linear
93,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,5.994842503189409e-05,linear
95,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,5.994842503189409e-05,rbf
96,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,0.00035938136638046257,linear
99,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,0.0021544346900318843,linear
102,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,0.01291549665014884,linear
105,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,0.0774263682681127,linear
108,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,0.4641588833612782,linear
111,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,2.782559402207126,linear
114,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,16.68100537200059,linear
117,0.635217391304348,0.0,0.0,0.0,0.985759562445668,5.994842503189409e-05,8,100.0,linear
125,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.00035938136638046257,1,5.994842503189409e-05,rbf
133,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.00035938136638046257,1,0.01291549665014884,poly
136,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.00035938136638046257,1,0.0774263682681127,poly
155,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.00035938136638046257,8,5.994842503189409e-05,rbf
185,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0021544346900318843,1,5.994842503189409e-05,rbf
190,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0021544346900318843,1,0.0021544346900318843,poly
193,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0021544346900318843,1,0.01291549665014884,poly
215,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0021544346900318843,8,5.994842503189409e-05,rbf
245,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.01291549665014884,1,5.994842503189409e-05,rbf
247,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.01291549665014884,1,0.00035938136638046257,poly
250,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.01291549665014884,1,0.0021544346900318843,poly
275,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.01291549665014884,8,5.994842503189409e-05,rbf
304,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0774263682681127,1,5.994842503189409e-05,poly
305,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0774263682681127,1,5.994842503189409e-05,rbf
307,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0774263682681127,1,0.00035938136638046257,poly
335,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.0774263682681127,8,5.994842503189409e-05,rbf
361,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.4641588833612782,1,1e-05,poly
364,0.635217391304348,0.0,0.0,0.0,0.985759562445668,0.4641588833612782,1,5.994842503189409e-05,poly
421,0.635217391304348,0.0,0.0,0.0,0.985759562445668,2.782559402207126,1,1e-05,poly
302,0.635217391304348,0.0,0.0,0.0,0.98596240220226,0.0774263682681127,1,1e-05,rbf
332,0.635217391304348,0.0,0.0,0.0,0.98596240220226,0.0774263682681127,8,1e-05,rbf
103,0.6373913043478262,0.1,0.0058823529411764,0.0111111111111111,0.7078962619530571,5.994842503189409e-05,8,0.01291549665014884,poly
580,0.6373913043478262,0.1,0.0058823529411764,0.0111111111111111,0.7078962619530571,100.0,8,0.0021544346900318843,poly
163,0.6373913043478262,0.1,0.0058823529411764,0.0111111111111111,0.7111978412054477,0.00035938136638046257,8,0.01291549665014884,poly
380,0.6396618357487924,0.2,0.0121323529411764,0.022875816993464,0.979491451753115,0.4641588833612782,1,0.4641588833612782,rbf
410,0.6396618357487924,0.2,0.0121323529411764,0.022875816993464,0.979491451753115,0.4641588833612782,8,0.4641588833612782,rbf
223,0.6440096618357489,0.4,0.0238970588235294,0.0450980392156862,0.7136482179078528,0.0021544346900318843,8,0.01291549665014884,poly
283,0.6506280193236715,0.5,0.0419117647058823,0.0767457860337117,0.7114151695160822,0.01291549665014884,8,0.01291549665014884,poly
343,0.6593719806763285,0.7,0.0658088235294117,0.1193670450636394,0.718574326282237,0.0774263682681127,8,0.01291549665014884,poly
403,0.6790338164251208,0.9,0.119485294117647,0.2055678411715563,0.7441176470588236,0.4641588833612782,8,0.01291549665014884,poly
254,0.6791304347826087,1.0,0.1202205882352941,0.2115995872033023,0.9834540712836856,0.01291549665014884,1,0.01291549665014884,rbf
284,0.6791304347826087,1.0,0.1202205882352941,0.2115995872033023,0.9834540712836856,0.01291549665014884,8,0.01291549665014884,rbf
463,0.6944927536231884,1.0,0.1621323529411764,0.2738525011280429,0.7499764560996811,2.782559402207126,8,0.01291549665014884,poly
46,0.7120289855072464,0.9833333333333334,0.2165441176470587,0.3393562605265391,0.7705864242248623,1e-05,8,0.0774263682681127,poly
523,0.7120289855072464,0.9833333333333334,0.2165441176470587,0.3393562605265391,0.7705864242248623,16.68100537200059,8,0.01291549665014884,poly
106,0.7229468599033816,0.9547619047619048,0.2584558823529411,0.385646199420597,0.805478484497247,5.994842503189409e-05,8,0.0774263682681127,poly
583,0.7229468599033816,0.9547619047619048,0.2584558823529411,0.385646199420597,0.8056940017386264,100.0,8,0.01291549665014884,poly
109,0.7232367149758454,0.6245592200197464,0.5838235294117646,0.597526158041273,0.7227017531150391,5.994842503189409e-05,8,0.4641588833612782,poly
586,0.7232367149758454,0.6245592200197464,0.5838235294117646,0.597526158041273,0.7227017531150391,100.0,8,0.0774263682681127,poly
25,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,1e-05,1,16.68100537200059,poly
82,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,5.994842503189409e-05,1,2.782559402207126,poly
139,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,0.00035938136638046257,1,0.4641588833612782,poly
196,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,0.0021544346900318843,1,0.0774263682681127,poly
253,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,0.01291549665014884,1,0.01291549665014884,poly
310,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,0.0774263682681127,1,0.0021544346900318843,poly
367,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,0.4641588833612782,1,0.00035938136638046257,poly
424,0.7383091787439614,1.0,0.2816176470588235,0.4292995169082125,0.9855440452042886,2.782559402207126,1,5.994842503189409e-05,poly
