,accuracy,precision,recall,f1,roc_auc,C,degree,gamma,kernel
415,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,0.4641588833612782,8,16.68100537200059,poly
418,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,0.4641588833612782,8,100.0,poly
472,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,2.782559402207126,8,2.782559402207126,poly
475,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,2.782559402207126,8,16.68100537200059,poly
478,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,2.782559402207126,8,100.0,poly
532,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,16.68100537200059,8,2.782559402207126,poly
535,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,16.68100537200059,8,16.68100537200059,poly
538,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,16.68100537200059,8,100.0,poly
592,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,100.0,8,2.782559402207126,poly
595,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,100.0,8,16.68100537200059,poly
598,0.5231981981981981,0.3398739822269234,0.3917582417582417,0.3593395689163571,0.517305701544832,100.0,8,100.0,poly
112,0.5720720720720721,0.3938611062140473,0.4214285714285714,0.4034191710320742,0.5551242236024845,5.994842503189409e-05,8,2.782559402207126,poly
589,0.5720720720720721,0.3938611062140473,0.4214285714285714,0.4034191710320742,0.5551242236024845,100.0,8,0.4641588833612782,poly
52,0.5746996996996998,0.4075256769374416,0.4346153846153847,0.4177909015577681,0.560357939162287,1e-05,8,2.782559402207126,poly
529,0.5746996996996998,0.4075256769374416,0.4346153846153847,0.4177909015577681,0.560357939162287,16.68100537200059,8,0.4641588833612782,poly
500,0.6096096096096096,0.4610356383382699,0.4505494505494505,0.4474833218311479,0.6469163083293519,16.68100537200059,1,0.4641588833612782,rbf
530,0.6096096096096096,0.4610356383382699,0.4505494505494505,0.4474833218311479,0.6469163083293519,16.68100537200059,8,0.4641588833612782,rbf
560,0.6096096096096096,0.4610356383382699,0.4505494505494505,0.4474833218311479,0.6469163083293519,100.0,1,0.4641588833612782,rbf
590,0.6096096096096096,0.4610356383382699,0.4505494505494505,0.4474833218311479,0.6469163083293519,100.0,8,0.4641588833612782,rbf
469,0.6125375375375375,0.4583677107206519,0.4346153846153845,0.4414519882915685,0.5752627806975633,2.782559402207126,8,0.4641588833612782,poly
289,0.6236486486486486,0.494059829059829,0.3736263736263737,0.4109846401789904,0.5769947443860487,0.01291549665014884,8,0.4641588833612782,poly
443,0.6286786786786788,0.1,0.0076923076923076,0.0142857142857142,0.6193482242395286,2.782559402207126,1,2.782559402207126,rbf
473,0.6286786786786788,0.1,0.0076923076923076,0.0142857142857142,0.6193482242395286,2.782559402207126,8,2.782559402207126,rbf
503,0.6286786786786788,0.1,0.0076923076923076,0.0142857142857142,0.6193482242395286,16.68100537200059,1,2.782559402207126,rbf
533,0.6286786786786788,0.1,0.0076923076923076,0.0142857142857142,0.6193482242395286,16.68100537200059,8,2.782559402207126,rbf
563,0.6286786786786788,0.1,0.0076923076923076,0.0142857142857142,0.6193482242395286,100.0,1,2.782559402207126,rbf
593,0.6286786786786788,0.1,0.0076923076923076,0.0142857142857142,0.6193482242395286,100.0,8,2.782559402207126,rbf
349,0.629054054054054,0.5034654818865345,0.3813186813186813,0.4183593978908624,0.6040332855550247,0.0774263682681127,8,0.4641588833612782,poly
409,0.6316816816816817,0.4844125319125319,0.3829670329670329,0.4227153426283861,0.5845735785953178,0.4641588833612782,8,0.4641588833612782,poly
380,0.6343093093093094,0.5,0.0824175824175824,0.1366223155929038,0.7010789934702977,0.4641588833612782,1,0.4641588833612782,rbf
410,0.6343093093093094,0.5,0.0824175824175824,0.1366223155929038,0.7010789934702977,0.4641588833612782,8,0.4641588833612782,rbf
31,0.6368618618618619,0.0,0.0,0.0,0.5,1e-05,8,1e-05,poly
34,0.6368618618618619,0.0,0.0,0.0,0.5,1e-05,8,5.994842503189409e-05,poly
37,0.6368618618618619,0.0,0.0,0.0,0.5,1e-05,8,0.00035938136638046257,poly
91,0.6368618618618619,0.0,0.0,0.0,0.5,5.994842503189409e-05,8,1e-05,poly
94,0.6368618618618619,0.0,0.0,0.0,0.5,5.994842503189409e-05,8,5.994842503189409e-05,poly
97,0.6368618618618619,0.0,0.0,0.0,0.5,5.994842503189409e-05,8,0.00035938136638046257,poly
151,0.6368618618618619,0.0,0.0,0.0,0.5,0.00035938136638046257,8,1e-05,poly
154,0.6368618618618619,0.0,0.0,0.0,0.5,0.00035938136638046257,8,5.994842503189409e-05,poly
157,0.6368618618618619,0.0,0.0,0.0,0.5,0.00035938136638046257,8,0.00035938136638046257,poly
211,0.6368618618618619,0.0,0.0,0.0,0.5,0.0021544346900318843,8,1e-05,poly
214,0.6368618618618619,0.0,0.0,0.0,0.5,0.0021544346900318843,8,5.994842503189409e-05,poly
217,0.6368618618618619,0.0,0.0,0.0,0.5,0.0021544346900318843,8,0.00035938136638046257,poly
271,0.6368618618618619,0.0,0.0,0.0,0.5,0.01291549665014884,8,1e-05,poly
274,0.6368618618618619,0.0,0.0,0.0,0.5,0.01291549665014884,8,5.994842503189409e-05,poly
277,0.6368618618618619,0.0,0.0,0.0,0.5,0.01291549665014884,8,0.00035938136638046257,poly
331,0.6368618618618619,0.0,0.0,0.0,0.5,0.0774263682681127,8,1e-05,poly
334,0.6368618618618619,0.0,0.0,0.0,0.5,0.0774263682681127,8,5.994842503189409e-05,poly
337,0.6368618618618619,0.0,0.0,0.0,0.5,0.0774263682681127,8,0.00035938136638046257,poly
391,0.6368618618618619,0.0,0.0,0.0,0.5,0.4641588833612782,8,1e-05,poly
394,0.6368618618618619,0.0,0.0,0.0,0.5,0.4641588833612782,8,5.994842503189409e-05,poly
451,0.6368618618618619,0.0,0.0,0.0,0.5,2.782559402207126,8,1e-05,poly
454,0.6368618618618619,0.0,0.0,0.0,0.5,2.782559402207126,8,5.994842503189409e-05,poly
511,0.6368618618618619,0.0,0.0,0.0,0.5,16.68100537200059,8,1e-05,poly
514,0.6368618618618619,0.0,0.0,0.0,0.5,16.68100537200059,8,5.994842503189409e-05,poly
571,0.6368618618618619,0.0,0.0,0.0,0.5,100.0,8,1e-05,poly
574,0.6368618618618619,0.0,0.0,0.0,0.5,100.0,8,5.994842503189409e-05,poly
329,0.6368618618618619,0.0,0.0,0.0,0.5022744465679247,0.0774263682681127,1,100.0,rbf
359,0.6368618618618619,0.0,0.0,0.0,0.5022744465679247,0.0774263682681127,8,100.0,rbf
389,0.6368618618618619,0.0,0.0,0.0,0.5022744465679247,0.4641588833612782,1,100.0,rbf
419,0.6368618618618619,0.0,0.0,0.0,0.5022744465679247,0.4641588833612782,8,100.0,rbf
269,0.6368618618618619,0.0,0.0,0.0,0.5051889233954452,0.01291549665014884,1,100.0,rbf
299,0.6368618618618619,0.0,0.0,0.0,0.5051889233954452,0.01291549665014884,8,100.0,rbf
449,0.6368618618618619,0.0,0.0,0.0,0.5064411132345914,2.782559402207126,1,100.0,rbf
479,0.6368618618618619,0.0,0.0,0.0,0.5064411132345914,2.782559402207126,8,100.0,rbf
509,0.6368618618618619,0.0,0.0,0.0,0.5064411132345914,16.68100537200059,1,100.0,rbf
539,0.6368618618618619,0.0,0.0,0.0,0.5064411132345914,16.68100537200059,8,100.0,rbf
569,0.6368618618618619,0.0,0.0,0.0,0.5064411132345914,100.0,1,100.0,rbf
599,0.6368618618618619,0.0,0.0,0.0,0.5064411132345914,100.0,8,100.0,rbf
397,0.6368618618618619,0.0,0.0,0.0,0.5089056776556776,0.4641588833612782,8,0.00035938136638046257,poly
29,0.6368618618618619,0.0,0.0,0.0,0.5107789855072463,1e-05,1,100.0,rbf
59,0.6368618618618619,0.0,0.0,0.0,0.5107789855072463,1e-05,8,100.0,rbf
89,0.6368618618618619,0.0,0.0,0.0,0.5107789855072463,5.994842503189409e-05,1,100.0,rbf
119,0.6368618618618619,0.0,0.0,0.0,0.5107789855072463,5.994842503189409e-05,8,100.0,rbf
149,0.6368618618618619,0.0,0.0,0.0,0.5107789855072463,0.00035938136638046257,1,100.0,rbf
179,0.6368618618618619,0.0,0.0,0.0,0.5107789855072463,0.00035938136638046257,8,100.0,rbf
209,0.6368618618618619,0.0,0.0,0.0,0.5129528985507246,0.0021544346900318843,1,100.0,rbf
239,0.6368618618618619,0.0,0.0,0.0,0.5129528985507246,0.0021544346900318843,8,100.0,rbf
457,0.6368618618618619,0.0,0.0,0.0,0.5142399267399267,2.782559402207126,8,0.00035938136638046257,poly
40,0.6368618618618619,0.0,0.0,0.0,0.535018514094601,1e-05,8,0.0021544346900318843,poly
517,0.6368618618618619,0.0,0.0,0.0,0.535018514094601,16.68100537200059,8,0.00035938136638046257,poly
26,0.6368618618618619,0.0,0.0,0.0,0.5587245182353879,1e-05,1,16.68100537200059,rbf
56,0.6368618618618619,0.0,0.0,0.0,0.5587245182353879,1e-05,8,16.68100537200059,rbf
86,0.6368618618618619,0.0,0.0,0.0,0.5677506370441153,5.994842503189409e-05,1,16.68100537200059,rbf
116,0.6368618618618619,0.0,0.0,0.0,0.5677506370441153,5.994842503189409e-05,8,16.68100537200059,rbf
100,0.6368618618618619,0.0,0.0,0.0,0.5677834846313108,5.994842503189409e-05,8,0.0021544346900318843,poly
577,0.6368618618618619,0.0,0.0,0.0,0.5677834846313108,100.0,8,0.00035938136638046257,poly
146,0.6368618618618619,0.0,0.0,0.0,0.5840559802516324,0.00035938136638046257,1,16.68100537200059,rbf
176,0.6368618618618619,0.0,0.0,0.0,0.5840559802516324,0.00035938136638046257,8,16.68100537200059,rbf
23,0.6368618618618619,0.0,0.0,0.0,0.5966435738174869,1e-05,1,2.782559402207126,rbf
53,0.6368618618618619,0.0,0.0,0.0,0.5966435738174869,1e-05,8,2.782559402207126,rbf
83,0.6368618618618619,0.0,0.0,0.0,0.596954132823698,5.994842503189409e-05,1,2.782559402207126,rbf
113,0.6368618618618619,0.0,0.0,0.0,0.596954132823698,5.994842503189409e-05,8,2.782559402207126,rbf
143,0.6368618618618619,0.0,0.0,0.0,0.596954132823698,0.00035938136638046257,1,2.782559402207126,rbf
173,0.6368618618618619,0.0,0.0,0.0,0.596954132823698,0.00035938136638046257,8,2.782559402207126,rbf
103,0.6368618618618619,0.0,0.0,0.0,0.6063584965758878,5.994842503189409e-05,8,0.01291549665014884,poly
163,0.6368618618618619,0.0,0.0,0.0,0.6063584965758878,0.00035938136638046257,8,0.01291549665014884,poly
223,0.6368618618618619,0.0,0.0,0.0,0.6063584965758878,0.0021544346900318843,8,0.01291549665014884,poly
283,0.6368618618618619,0.0,0.0,0.0,0.6063584965758878,0.01291549665014884,8,0.01291549665014884,poly
343,0.6368618618618619,0.0,0.0,0.0,0.6063584965758878,0.0774263682681127,8,0.01291549665014884,poly
403,0.6368618618618619,0.0,0.0,0.0,0.6063584965758878,0.4641588833612782,8,0.01291549665014884,poly
580,0.6368618618618619,0.0,0.0,0.0,0.6063584965758878,100.0,8,0.0021544346900318843,poly
43,0.6368618618618619,0.0,0.0,0.0,0.612494027711419,1e-05,8,0.01291549665014884,poly
520,0.6368618618618619,0.0,0.0,0.0,0.612494027711419,16.68100537200059,8,0.0021544346900318843,poly
160,0.6368618618618619,0.0,0.0,0.0,0.6159698996655518,0.00035938136638046257,8,0.0021544346900318843,poly
323,0.6368618618618619,0.0,0.0,0.0,0.6190177576047142,0.0774263682681127,1,2.782559402207126,rbf
353,0.6368618618618619,0.0,0.0,0.0,0.6190177576047142,0.0774263682681127,8,2.782559402207126,rbf
383,0.6368618618618619,0.0,0.0,0.0,0.6190277114190158,0.4641588833612782,1,2.782559402207126,rbf
413,0.6368618618618619,0.0,0.0,0.0,0.6190277114190158,0.4641588833612782,8,2.782559402207126,rbf
263,0.6368618618618619,0.0,0.0,0.0,0.6190376652333175,0.01291549665014884,1,2.782559402207126,rbf
293,0.6368618618618619,0.0,0.0,0.0,0.6190376652333175,0.01291549665014884,8,2.782559402207126,rbf
340,0.6368618618618619,0.0,0.0,0.0,0.6234601449275363,0.0774263682681127,8,0.0021544346900318843,poly
463,0.6368618618618619,0.0,0.0,0.0,0.624792960662526,2.782559402207126,8,0.01291549665014884,poly
400,0.6368618618618619,0.0,0.0,0.0,0.6256489886924669,0.4641588833612782,8,0.0021544346900318843,poly
206,0.6368618618618619,0.0,0.0,0.0,0.6258182035355949,0.0021544346900318843,1,16.68100537200059,rbf
236,0.6368618618618619,0.0,0.0,0.0,0.6258182035355949,0.0021544346900318843,8,16.68100537200059,rbf
446,0.6368618618618619,0.0,0.0,0.0,0.6266164994425865,2.782559402207126,1,16.68100537200059,rbf
476,0.6368618618618619,0.0,0.0,0.0,0.6266164994425865,2.782559402207126,8,16.68100537200059,rbf
506,0.6368618618618619,0.0,0.0,0.0,0.6266164994425865,16.68100537200059,1,16.68100537200059,rbf
536,0.6368618618618619,0.0,0.0,0.0,0.6266164994425865,16.68100537200059,8,16.68100537200059,rbf
566,0.6368618618618619,0.0,0.0,0.0,0.6266164994425865,100.0,1,16.68100537200059,rbf
596,0.6368618618618619,0.0,0.0,0.0,0.6266164994425865,100.0,8,16.68100537200059,rbf
460,0.6368618618618619,0.0,0.0,0.0,0.6281354515050168,2.782559402207126,8,0.0021544346900318843,poly
386,0.6368618618618619,0.0,0.0,0.0,0.628349458512502,0.4641588833612782,1,16.68100537200059,rbf
416,0.6368618618618619,0.0,0.0,0.0,0.628349458512502,0.4641588833612782,8,16.68100537200059,rbf
326,0.6368618618618619,0.0,0.0,0.0,0.6284848303870044,0.0774263682681127,1,16.68100537200059,rbf
356,0.6368618618618619,0.0,0.0,0.0,0.6284848303870044,0.0774263682681127,8,16.68100537200059,rbf
203,0.6368618618618619,0.0,0.0,0.0,0.6295409300844084,0.0021544346900318843,1,2.782559402207126,rbf
233,0.6368618618618619,0.0,0.0,0.0,0.6295409300844084,0.0021544346900318843,8,2.782559402207126,rbf
266,0.6368618618618619,0.0,0.0,0.0,0.6306079789775441,0.01291549665014884,1,16.68100537200059,rbf
296,0.6368618618618619,0.0,0.0,0.0,0.6306079789775441,0.01291549665014884,8,16.68100537200059,rbf
523,0.6368618618618619,0.0,0.0,0.0,0.6352106227106228,16.68100537200059,8,0.01291549665014884,poly
46,0.6368618618618619,0.0,0.0,0.0,0.6358317407230452,1e-05,8,0.0774263682681127,poly
280,0.6368618618618619,0.0,0.0,0.0,0.6421494266602963,0.01291549665014884,8,0.0021544346900318843,poly
220,0.6368618618618619,0.0,0.0,0.0,0.6462464166268516,0.0021544346900318843,8,0.0021544346900318843,poly
106,0.6368618618618619,0.0,0.0,0.0,0.6547678770504858,5.994842503189409e-05,8,0.0774263682681127,poly
583,0.6368618618618619,0.0,0.0,0.0,0.6557294155120242,100.0,8,0.01291549665014884,poly
166,0.6368618618618619,0.0,0.0,0.0,0.6715161649944259,0.00035938136638046257,8,0.0774263682681127,poly
140,0.6368618618618619,0.0,0.0,0.0,0.6914277751234272,0.00035938136638046257,1,0.4641588833612782,rbf
170,0.6368618618618619,0.0,0.0,0.0,0.6914277751234272,0.00035938136638046257,8,0.4641588833612782,rbf
80,0.6368618618618619,0.0,0.0,0.0,0.6917622232839624,5.994842503189409e-05,1,0.4641588833612782,rbf
110,0.6368618618618619,0.0,0.0,0.0,0.6917622232839624,5.994842503189409e-05,8,0.4641588833612782,rbf
20,0.6368618618618619,0.0,0.0,0.0,0.6920827361044752,1e-05,1,0.4641588833612782,rbf
50,0.6368618618618619,0.0,0.0,0.0,0.6920827361044752,1e-05,8,0.4641588833612782,rbf
320,0.6368618618618619,0.0,0.0,0.0,0.7013995062908107,0.0774263682681127,1,0.4641588833612782,rbf
350,0.6368618618618619,0.0,0.0,0.0,0.7013995062908107,0.0774263682681127,8,0.4641588833612782,rbf
260,0.6368618618618619,0.0,0.0,0.0,0.702992116579073,0.01291549665014884,1,0.4641588833612782,rbf
290,0.6368618618618619,0.0,0.0,0.0,0.702992116579073,0.01291549665014884,8,0.4641588833612782,rbf
200,0.6368618618618619,0.0,0.0,0.0,0.7030558209906037,0.0021544346900318843,1,0.4641588833612782,rbf
230,0.6368618618618619,0.0,0.0,0.0,0.7030558209906037,0.0021544346900318843,8,0.4641588833612782,rbf
137,0.6368618618618619,0.0,0.0,0.0,0.7437370600414079,0.00035938136638046257,1,0.0774263682681127,rbf
167,0.6368618618618619,0.0,0.0,0.0,0.7437370600414079,0.00035938136638046257,8,0.0774263682681127,rbf
17,0.6368618618618619,0.0,0.0,0.0,0.7458771301162606,1e-05,1,0.0774263682681127,rbf
47,0.6368618618618619,0.0,0.0,0.0,0.7458771301162606,1e-05,8,0.0774263682681127,rbf
77,0.6368618618618619,0.0,0.0,0.0,0.7458771301162606,5.994842503189409e-05,1,0.0774263682681127,rbf
107,0.6368618618618619,0.0,0.0,0.0,0.7458771301162606,5.994842503189409e-05,8,0.0774263682681127,rbf
257,0.6368618618618619,0.0,0.0,0.0,0.7482142857142857,0.01291549665014884,1,0.0774263682681127,rbf
287,0.6368618618618619,0.0,0.0,0.0,0.7482142857142857,0.01291549665014884,8,0.0774263682681127,rbf
197,0.6368618618618619,0.0,0.0,0.0,0.7482441471571908,0.0021544346900318843,1,0.0774263682681127,rbf
227,0.6368618618618619,0.0,0.0,0.0,0.7482441471571908,0.0021544346900318843,8,0.0774263682681127,rbf
317,0.6368618618618619,0.0,0.0,0.0,0.7485208631947763,0.0774263682681127,1,0.0774263682681127,rbf
347,0.6368618618618619,0.0,0.0,0.0,0.7485208631947763,0.0774263682681127,8,0.0774263682681127,rbf
302,0.6368618618618619,0.0,0.0,0.0,0.7583910654562829,0.0774263682681127,1,1e-05,rbf
332,0.6368618618618619,0.0,0.0,0.0,0.7583910654562829,0.0774263682681127,8,1e-05,rbf
5,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,1e-05,1,5.994842503189409e-05,rbf
35,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,1e-05,8,5.994842503189409e-05,rbf
65,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,5.994842503189409e-05,1,5.994842503189409e-05,rbf
95,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,5.994842503189409e-05,8,5.994842503189409e-05,rbf
125,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,0.00035938136638046257,1,5.994842503189409e-05,rbf
155,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,0.00035938136638046257,8,5.994842503189409e-05,rbf
185,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,0.0021544346900318843,1,5.994842503189409e-05,rbf
215,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,0.0021544346900318843,8,5.994842503189409e-05,rbf
245,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,0.01291549665014884,1,5.994842503189409e-05,rbf
275,0.6368618618618619,0.0,0.0,0.0,0.7586817168338909,0.01291549665014884,8,5.994842503189409e-05,rbf
2,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,1e-05,1,1e-05,rbf
32,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,1e-05,8,1e-05,rbf
62,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,5.994842503189409e-05,1,1e-05,rbf
92,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,5.994842503189409e-05,8,1e-05,rbf
122,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,0.00035938136638046257,1,1e-05,rbf
152,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,0.00035938136638046257,8,1e-05,rbf
242,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,0.01291549665014884,1,1e-05,rbf
272,0.6368618618618619,0.0,0.0,0.0,0.7587016244624941,0.01291549665014884,8,1e-05,rbf
182,0.6368618618618619,0.0,0.0,0.0,0.7587115782767958,0.0021544346900318843,1,1e-05,rbf
212,0.6368618618618619,0.0,0.0,0.0,0.7587115782767958,0.0021544346900318843,8,1e-05,rbf
305,0.6368618618618619,0.0,0.0,0.0,0.7599020544672719,0.0774263682681127,1,5.994842503189409e-05,rbf
335,0.6368618618618619,0.0,0.0,0.0,0.7599020544672719,0.0774263682681127,8,5.994842503189409e-05,rbf
1,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,1e-05,1,1e-05,poly
4,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,1e-05,1,5.994842503189409e-05,poly
7,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,1e-05,1,0.00035938136638046257,poly
10,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,1e-05,1,0.0021544346900318843,poly
13,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,1e-05,1,0.01291549665014884,poly
16,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,1e-05,1,0.0774263682681127,poly
19,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,1e-05,1,0.4641588833612782,poly
61,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,5.994842503189409e-05,1,1e-05,poly
64,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,5.994842503189409e-05,1,5.994842503189409e-05,poly
67,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,5.994842503189409e-05,1,0.00035938136638046257,poly
70,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,5.994842503189409e-05,1,0.0021544346900318843,poly
73,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,5.994842503189409e-05,1,0.01291549665014884,poly
76,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,5.994842503189409e-05,1,0.0774263682681127,poly
121,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.00035938136638046257,1,1e-05,poly
124,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.00035938136638046257,1,5.994842503189409e-05,poly
127,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.00035938136638046257,1,0.00035938136638046257,poly
130,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.00035938136638046257,1,0.0021544346900318843,poly
133,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.00035938136638046257,1,0.01291549665014884,poly
181,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.0021544346900318843,1,1e-05,poly
184,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.0021544346900318843,1,5.994842503189409e-05,poly
187,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.0021544346900318843,1,0.00035938136638046257,poly
190,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.0021544346900318843,1,0.0021544346900318843,poly
241,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.01291549665014884,1,1e-05,poly
244,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.01291549665014884,1,5.994842503189409e-05,poly
247,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.01291549665014884,1,0.00035938136638046257,poly
301,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.0774263682681127,1,1e-05,poly
304,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.0774263682681127,1,5.994842503189409e-05,poly
361,0.6368618618618619,0.0,0.0,0.0,0.7603021978021978,0.4641588833612782,1,1e-05,poly
248,0.6368618618618619,0.0,0.0,0.0,0.7621516164994426,0.01291549665014884,1,0.00035938136638046257,rbf
278,0.6368618618618619,0.0,0.0,0.0,0.7621516164994426,0.01291549665014884,8,0.00035938136638046257,rbf
362,0.6368618618618619,0.0,0.0,0.0,0.7621794871794872,0.4641588833612782,1,1e-05,rbf
392,0.6368618618618619,0.0,0.0,0.0,0.7621794871794872,0.4641588833612782,8,1e-05,rbf
8,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,1e-05,1,0.00035938136638046257,rbf
38,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,1e-05,8,0.00035938136638046257,rbf
68,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,5.994842503189409e-05,1,0.00035938136638046257,rbf
98,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,5.994842503189409e-05,8,0.00035938136638046257,rbf
128,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,0.00035938136638046257,1,0.00035938136638046257,rbf
158,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,0.00035938136638046257,8,0.00035938136638046257,rbf
188,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,0.0021544346900318843,1,0.00035938136638046257,rbf
218,0.6368618618618619,0.0,0.0,0.0,0.7628404204491162,0.0021544346900318843,8,0.00035938136638046257,rbf
0,0.6368618618618619,0.0,0.0,0.0,0.763137044115305,1e-05,1,1e-05,linear
3,0.6368618618618619,0.0,0.0,0.0,0.763137044115305,1e-05,1,5.994842503189409e-05,linear
6,0.6368618618618619,0.0,0.0,0.0,0.763137044115305,1e-05,1,0.00035938136638046257,linear
9,0.6368618618618619,0.0,0.0,0.0,0.763137044115305,1e-05,1,0.0021544346900318843,linear
12,0.6368618618618619,0.0,0.0,0.0,0.763137044115305,1e-05,1,0.01291549665014884,linear
